,Code,Msoa_name,education_no_qualifications,lone_parent_unemployed,limited_activity_fam_member,families_with_3plus_kids,health_life_expectancy_at_birth,child_poverty,overcrowded_houses,self_harm_hospital_admission,AvPTAI2015,supermarket,fast_food,total_weekly_income,total_private_outdoor_space
890,E02000923,Wandsworth 001,9.0,37.0,5.445544554,12.30283912,69.141135,11.1,18.5,21.8,547.3043333333334,0,0,1130.0,65990.9
891,E02000924,Wandsworth 002,13.6,52.1,5.543077891,15.65703635,61.41592,28.1,35.4,38.6,140.79057287705956,1,0,780.0,62076.2
892,E02000925,Wandsworth 003,17.6,49.7,6.842507645,19.65020576,58.400045,27.3,27.0,52.6,608.0137071428571,0,0,780.0,70751.2
893,E02000926,Wandsworth 004,9.9,49.8,4.733661594,15.25658807,66.609785,18.8,24.3,27.8,198.5322125,2,0,1110.0,63280.1
894,E02000927,Wandsworth 005,17.0,54.9,6.936671576,13.44262295,60.172105,24.4,17.7,75.9,236.32634659090908,0,1,980.0,103748.1
895,E02000928,Wandsworth 006,7.5,39.8,3.807046583,16.30804077,71.556665,5.7,10.2,27,350.5124358974359,1,0,1420.0,211179.6
896,E02000929,Wandsworth 007,21.9,49.5,7.777930466,18.63488624,57.411675,33.5,32.7,72.8,429.8335185185185,0,0,690.0,44909.8
897,E02000930,Wandsworth 008,7.7,46.5,3.782554775,10.62416999,64.428085,12.6,20.2,17.6,635.670536800785,5,4,1300.0,113521.9
898,E02000931,Wandsworth 009,5.3,33.8,2.442766108,14.40377804,69.286705,3.4,12.5,11.1,281.4541830985916,0,1,1690.0,131058.4
899,E02000932,Wandsworth 010,5.1,43.9,2.505827506,12.6778784,69.19008,8.5,19.9,24.1,195.435875,6,9,1600.0,178495.7
900,E02000933,Wandsworth 011,9.2,45.2,4.646395627,19.12632822,69.575635,8.0,16.0,62.3,308.7425654383736,1,1,1300.0,469136.2
901,E02000934,Wandsworth 012,8.7,39.6,4.008786381,11.01573677,61.934145,11.9,21.0,22,511.336372,5,6,1220.0,149904.2
902,E02000935,Wandsworth 013,18.7,57.4,8.204379562,19.47115385,58.11819,31.9,25.2,93.3,307.62973786407764,0,0,620.0,110687.8
903,E02000936,Wandsworth 014,8.5,53.5,5.462184874,15.69282137,66.52505,14.8,20.5,23.5,271.5917449392712,2,0,1180.0,259361.8
904,E02000937,Wandsworth 015,7.1,37.6,3.521491455,19.70649895,65.436495,5.1,11.3,11,467.3946514285714,0,0,1500.0,228990.6
905,E02000938,Wandsworth 016,17.7,52.7,8.359522313,16.72661871,64.22227,22.0,18.9,68.6,505.01239344262297,0,2,790.0,297322.1
906,E02000939,Wandsworth 017,7.6,50.8,4.254518072,18.52534562,69.80439,4.5,11.3,28.8,475.2583,0,0,1570.0,233849.1
907,E02000940,Wandsworth 018,14.7,51.0,5.603063178,17.20183486,60.527595,25.7,27.3,35.5,142.16435148514853,4,3,900.0,114370.6
908,E02000941,Wandsworth 019,9.8,43.7,4.174630319,19.05187835,67.813305,8.8,12.5,87.7,153.87765060240963,0,0,1240.0,283622.5
909,E02000942,Wandsworth 020,7.9,34.2,3.466114847,21.34423252,71.211715,5.5,12.6,26.3,480.0745291005291,2,3,1400.0,423258.8
910,E02000943,Wandsworth 021,7.5,37.6,3.761009284,18.85790173,66.959455,9.3,19.4,25.8,266.8387676767677,4,4,1380.0,159290.4
911,E02000944,Wandsworth 022,17.3,47.9,8.423535942,21.13459399,59.797255,25.3,28.2,56.8,612.957,0,0,850.0,124503.9
912,E02000945,Wandsworth 023,18.7,48.1,8.044619423,21.20051086,62.727265,28.8,25.5,82.1,633.9448,2,0,670.0,167231.9
913,E02000946,Wandsworth 024,15.9,46.9,6.571915861,18.43137255,59.12465,19.6,17.6,47.4,385.6899877300614,1,2,960.0,206787.3
914,E02000947,Wandsworth 025,8.6,38.3,3.965417867,9.359104781,64.92792,6.1,10.7,16.9,463.11374175824176,0,0,1360.0,197221.2
915,E02000948,Wandsworth 026,8.0,46.9,4.464918498,13.08176101,65.362625,12.7,16.6,33,339.05576666666667,0,0,1240.0,235092.4
916,E02000949,Wandsworth 027,7.0,31.2,4.263131056,20.24291498,69.864335,4.6,17.9,33.9,327.51616949152543,1,0,1310.0,346587.3
917,E02000950,Wandsworth 028,12.2,46.0,4.579044603,18.87694146,67.913165,15.4,16.3,30.9,615.2247081081081,0,0,1100.0,205482.1
918,E02000951,Wandsworth 029,10.0,43.4,6.330827068,16.34446397,63.56146,12.8,23.5,20.5,218.5170471698113,3,1,1080.0,151393.1
919,E02000952,Wandsworth 030,10.1,50.4,5.513824517,23.27447833,66.38057,10.7,23.1,71.2,171.93890291262136,1,0,1110.0,160208.6
920,E02000953,Wandsworth 031,10.4,37.1,3.966685488,14.09883721,67.12499,8.7,24.3,33.7,538.1085968992248,1,4,1160.0,135447.9
921,E02000954,Wandsworth 032,13.0,57.5,5.412972469,22.44897959,61.74628,13.4,16.6,33.3,189.41569811320755,1,0,1090.0,153722.9
922,E02000955,Wandsworth 033,18.0,53.3,6.925826631,17.40696279,61.67869,23.2,21.3,41.1,173.89980198019802,1,0,830.0,151042.9
923,E02000956,Wandsworth 034,14.4,55.5,5.710577547,20.69857697,59.14623,25.0,27.4,50.5,117.97870676691728,1,0,810.0,105054.3
924,E02000957,Wandsworth 035,13.5,53.5,6.053451695,16.2138475,62.943195,18.6,22.9,21.8,305.7723357664234,3,0,880.0,218579.3
925,E02000958,Wandsworth 036,14.4,39.2,5.706686011,19.8156682,62.73628,11.6,14.3,35.7,530.4543524590164,1,0,980.0,293731.6
926,E02000959,Wandsworth 037,16.9,49.8,6.567122909,17.49745677,61.76793,20.1,22.6,34.9,433.5030839694657,1,0,820.0,151689.5
927,E02000960,Westminster 001,11.7,49.6,6.842900302,14.36781609,67.53148,6.7,18.3,11.6,164.79489966555184,1,0,1050.0,118701.3
928,E02000961,Westminster 002,13.7,60.5,7.053590341,23.67972743,67.29,13.8,24.2,20,199.52561204013375,0,0,1010.0,263802.3
929,E02000962,Westminster 003,14.0,56.2,8.673469388,19.63636364,64.63088,11.1,30.8,13.8,87.93830699088146,0,0,840.0,124501.8
930,E02000963,Westminster 004,23.8,56.6,10.69188459,24.21203438,55.01309,27.4,31.3,50,129.76843518518518,0,0,660.0,113053.8
931,E02000964,Westminster 005,19.0,56.5,9.705952666,19.64769648,55.563545,28.6,32.0,37.1,207.0858786828423,0,0,690.0,129934.8
932,E02000965,Westminster 006,9.8,56.9,5.20459024,16.23449831,63.498545,12.8,25.7,25.6,129.9906331360947,0,0,1100.0,105160.1
933,E02000966,Westminster 007,8.5,50.9,5.191594561,15.40880503,67.51281,8.3,24.4,19.3,230.75128078817733,2,0,1170.0,139805.6
934,E02000967,Westminster 008,6.4,58.5,3.621896008,12.62729124,70.14938,5.4,25.1,16.8,571.6077352941177,5,2,1180.0,37481.4
935,E02000968,Westminster 009,27.7,67.4,12.33458699,28.81172002,53.87081,33.7,41.3,69.8,346.8348243243243,2,0,600.0,30223.3
936,E02000969,Westminster 010,25.8,62.4,11.84478508,26.11464968,53.90541,34.4,40.0,24.7,195.30173711340208,1,0,620.0,19956.9
937,E02000970,Westminster 011,5.9,40.2,3.161527329,10.2739726,73.949775,4.2,21.8,14.4,516.731432774075,5,8,1290.0,40264.0
938,E02000971,Westminster 012,9.0,55.9,5.589914367,15.81632653,69.128475,8.7,32.7,11.7,642.6050511627908,3,2,1040.0,25680.9
939,E02000972,Westminster 013,10.1,57.3,6.40825633,18.1122449,65.25663,18.3,39.0,29.1,733.7117983715012,10,30,910.0,11211.7
940,E02000973,Westminster 014,8.9,54.1,6.372646184,16.52281134,64.083775,11.7,33.9,18,196.9407358490566,1,1,1020.0,113000.0
941,E02000974,Westminster 015,13.2,65.9,6.072322038,18.99736148,66.787355,11.4,34.5,14.8,547.5371247848536,2,5,890.0,29657.6
942,E02000975,Westminster 016,5.9,55.0,3.928285943,13.12607945,69.127525,8.1,40.8,11.5,342.4895165562914,3,0,1180.0,26005.3
943,E02000976,Westminster 017,7.8,55.9,5.921978685,18.72399445,64.560785,12.1,39.2,23.3,357.665174863388,6,4,1000.0,41653.1
944,E02000977,Westminster 018,9.4,44.3,4.966622163,11.14551084,68.63154,11.8,28.5,67.7,721.1774499812664,11,22,990.0,19919.0
945,E02000978,Westminster 019,5.7,50.9,2.394822006,17.37849779,77.331155,1.7,10.2,12.5,431.48173711340206,2,0,1230.0,84441.3
946,E02000979,Westminster 020,10.8,46.3,6.100730108,15.26845638,66.490225,16.1,22.2,118.3,617.2716692268306,5,1,1020.0,22634.7
947,E02000980,Westminster 021,14.0,57.3,8.210502073,18.15889029,64.018165,22.2,32.8,74.2,389.4194171428571,0,0,870.0,22971.3
948,E02000981,Westminster 022,7.6,46.5,4.960516072,15.78947368,68.794825,15.7,28.7,58.9,521.8712540983606,3,5,1100.0,41819.7
949,E02000982,Westminster 023,15.8,61.3,8.217845855,19.93087558,63.65585,26.2,32.0,53.9,601.2441380042463,5,6,820.0,34425.0
950,E02000983,Westminster 024,16.9,55.6,8.536874555,20.67567568,64.94694,27.7,33.5,51.3,331.72816475095783,1,2,870.0,24785.8
951,E02000984,,,,,,,,,,,0,0,,913110.0
952,E02000985,,,,,,,,,,,0,0,,956786.3
953,E02000986,,,,,,,,,,,0,0,,609065.2
954,E02000987,,,,,,,,,,,0,0,,429690.3
955,E02000988,,,,,,,,,,,0,0,,425359.9
956,E02000989,,,,,,,,,,,0,0,,1036676.0
957,E02000990,,,,,,,,,,,0,0,,691097.1
958,E02000991,,,,,,,,,,,0,0,,478876.7
959,E02000992,,,,,,,,,,,0,0,,649116.4
960,E02000993,,,,,,,,,,,0,0,,423143.0
961,E02000994,,,,,,,,,,,0,0,,194620.3
962,E02000995,,,,,,,,,,,0,0,,824622.4
963,E02000996,,,,,,,,,,,0,0,,585425.6
964,E02000997,,,,,,,,,,,0,0,,798607.2
965,E02000998,,,,,,,,,,,0,0,,234870.8
966,E02000999,,,,,,,,,,,0,0,,177285.6
967,E02001000,,,,,,,,,,,0,0,,417880.5
968,E02001001,,,,,,,,,,,0,0,,542507.9
969,E02001002,,,,,,,,,,,0,0,,652745.9
970,E02001003,,,,,,,,,,,0,0,,1279544.1
971,E02001004,,,,,,,,,,,0,0,,170983.7
972,E02001005,,,,,,,,,,,0,0,,298477.2
973,E02001006,,,,,,,,,,,0,0,,186676.6
974,E02001007,,,,,,,,,,,0,0,,789905.9
975,E02001008,,,,,,,,,,,0,0,,327219.7
976,E02001009,,,,,,,,,,,0,0,,414957.8
977,E02001010,,,,,,,,,,,0,0,,250308.4
978,E02001011,,,,,,,,,,,0,0,,842618.0
979,E02001012,,,,,,,,,,,0,0,,560360.0
980,E02001013,,,,,,,,,,,0,0,,698705.3
981,E02001014,,,,,,,,,,,0,0,,607846.8
982,E02001015,,,,,,,,,,,0,0,,325872.0
983,E02001016,,,,,,,,,,,0,0,,542949.3
984,E02001017,,,,,,,,,,,0,0,,744313.7
985,E02001018,,,,,,,,,,,0,0,,675026.0
986,E02001019,,,,,,,,,,,0,0,,736195.4
987,E02001020,,,,,,,,,,,0,0,,765882.0
988,E02001021,,,,,,,,,,,0,0,,810943.4
989,E02001022,,,,,,,,,,,0,0,,620865.4
990,E02001023,,,,,,,,,,,0,0,,490200.3
991,E02001024,,,,,,,,,,,0,0,,645625.7
992,E02001025,,,,,,,,,,,0,0,,524278.4
993,E02001026,,,,,,,,,,,0,0,,237383.3
994,E02001027,,,,,,,,,,,0,0,,286831.0
995,E02001028,,,,,,,,,,,0,0,,853263.4
996,E02001029,,,,,,,,,,,0,0,,330215.9
997,E02001030,,,,,,,,,,,0,0,,606992.9
998,E02001031,,,,,,,,,,,0,0,,499573.5
999,E02001032,,,,,,,,,,,0,0,,495732.8
1000,E02001033,,,,,,,,,,,0,0,,307868.3
1001,E02001034,,,,,,,,,,,0,0,,347273.5
1002,E02001035,,,,,,,,,,,0,0,,662822.6
1003,E02001036,,,,,,,,,,,0,0,,554251.8
1004,E02001037,,,,,,,,,,,0,0,,739152.4
1005,E02001038,,,,,,,,,,,0,0,,370523.4
1006,E02001039,,,,,,,,,,,0,0,,537713.9
1007,E02001040,,,,,,,,,,,0,0,,488580.5
1008,E02001041,,,,,,,,,,,0,0,,446676.8
1009,E02001042,,,,,,,,,,,0,0,,512408.0
1010,E02001043,,,,,,,,,,,0,0,,410515.0
1011,E02001044,,,,,,,,,,,0,0,,560007.4
1012,E02001045,,,,,,,,,,,0,0,,569774.1
1013,E02001046,,,,,,,,,,,0,0,,655985.4
1014,E02001047,,,,,,,,,,,0,0,,597220.9
1015,E02001048,,,,,,,,,,,0,0,,537537.8
1016,E02001049,,,,,,,,,,,0,0,,675435.8
1017,E02001050,,,,,,,,,,,0,0,,241404.3
1018,E02001051,,,,,,,,,,,0,0,,360821.2
1019,E02001052,,,,,,,,,,,0,0,,414488.9
1020,E02001053,,,,,,,,,,,0,0,,334827.1
1021,E02001055,,,,,,,,,,,0,0,,390686.3
1022,E02001056,,,,,,,,,,,0,0,,440502.2
1023,E02001057,,,,,,,,,,,0,0,,295520.4
1024,E02001059,,,,,,,,,,,0,0,,339403.2
1025,E02001061,,,,,,,,,,,0,0,,327498.7
1026,E02001062,,,,,,,,,,,0,0,,252690.7
1027,E02001063,,,,,,,,,,,0,0,,146222.3
1028,E02001064,,,,,,,,,,,0,0,,415310.6
1029,E02001065,,,,,,,,,,,0,0,,259596.7
1030,E02001066,,,,,,,,,,,0,0,,224599.2
1031,E02001067,,,,,,,,,,,0,0,,452653.6
1032,E02001068,,,,,,,,,,,0,0,,265367.5
1033,E02001069,,,,,,,,,,,0,0,,162334.9
1034,E02001070,,,,,,,,,,,0,0,,364777.7
1035,E02001071,,,,,,,,,,,0,0,,259644.7
1036,E02001072,,,,,,,,,,,0,0,,374459.6
1037,E02001073,,,,,,,,,,,0,0,,494784.0
1038,E02001074,,,,,,,,,,,0,0,,662154.3
1039,E02001075,,,,,,,,,,,0,0,,234820.1
1040,E02001076,,,,,,,,,,,0,0,,256322.8
1041,E02001077,,,,,,,,,,,0,0,,472188.8
1042,E02001078,,,,,,,,,,,0,0,,534940.8
1043,E02001079,,,,,,,,,,,0,0,,540833.7
1044,E02001080,,,,,,,,,,,0,0,,363361.6
1045,E02001081,,,,,,,,,,,0,0,,431265.3
1046,E02001082,,,,,,,,,,,0,0,,314070.6
1047,E02001083,,,,,,,,,,,0,0,,316262.0
1048,E02001084,,,,,,,,,,,0,0,,580808.5
1049,E02001085,,,,,,,,,,,0,0,,599444.7
1050,E02001086,,,,,,,,,,,0,0,,440349.2
1051,E02001087,,,,,,,,,,,0,0,,614002.4
1052,E02001088,,,,,,,,,,,0,0,,697576.5
1053,E02001089,,,,,,,,,,,0,0,,615495.3
1054,E02001090,,,,,,,,,,,0,0,,562747.5
1055,E02001091,,,,,,,,,,,0,0,,604483.5
1056,E02001092,,,,,,,,,,,0,0,,567080.1
1057,E02001093,,,,,,,,,,,0,0,,590368.3
1058,E02001094,,,,,,,,,,,0,0,,588918.2
1059,E02001095,,,,,,,,,,,0,0,,573675.3
1060,E02001096,,,,,,,,,,,0,0,,616920.7
1061,E02001097,,,,,,,,,,,0,0,,601151.6
1062,E02001098,,,,,,,,,,,0,0,,484722.8
1063,E02001099,,,,,,,,,,,0,0,,322652.0
1064,E02001100,,,,,,,,,,,0,0,,537685.0
1065,E02001101,,,,,,,,,,,0,0,,490553.3
1066,E02001102,,,,,,,,,,,0,0,,357287.5
1067,E02001103,,,,,,,,,,,0,0,,915433.7
1068,E02001104,,,,,,,,,,,0,0,,453109.0
1069,E02001105,,,,,,,,,,,0,0,,432560.3
1070,E02001106,,,,,,,,,,,0,0,,308904.6
1071,E02001107,,,,,,,,,,,0,0,,492255.0
1072,E02001108,,,,,,,,,,,0,0,,220484.7
1073,E02001109,,,,,,,,,,,0,0,,323972.0
1074,E02001110,,,,,,,,,,,0,0,,937899.5
1075,E02001111,,,,,,,,,,,0,0,,175870.5
1076,E02001112,,,,,,,,,,,0,0,,481797.9
1077,E02001113,,,,,,,,,,,0,0,,183278.1
1078,E02001114,,,,,,,,,,,0,0,,487897.9
1079,E02001115,,,,,,,,,,,0,0,,370880.1
1080,E02001116,,,,,,,,,,,0,0,,194310.6
1081,E02001117,,,,,,,,,,,0,0,,793871.4
1082,E02001118,,,,,,,,,,,0,0,,723770.8
1083,E02001119,,,,,,,,,,,0,0,,185894.4
1084,E02001121,,,,,,,,,,,0,0,,160340.4
1085,E02001123,,,,,,,,,,,0,0,,406683.3
1086,E02001124,,,,,,,,,,,0,0,,241474.0
1087,E02001125,,,,,,,,,,,0,0,,458417.1
1088,E02001126,,,,,,,,,,,0,0,,423178.0
1089,E02001127,,,,,,,,,,,0,0,,496318.8
1090,E02001128,,,,,,,,,,,0,0,,361208.4
1091,E02001129,,,,,,,,,,,0,0,,242971.6
1092,E02001130,,,,,,,,,,,0,0,,417073.3
1093,E02001131,,,,,,,,,,,0,0,,407596.4
1094,E02001132,,,,,,,,,,,0,0,,480634.5
1095,E02001133,,,,,,,,,,,0,0,,595059.9
1096,E02001134,,,,,,,,,,,0,0,,598805.7
1097,E02001135,,,,,,,,,,,0,0,,370556.9
1098,E02001136,,,,,,,,,,,0,0,,805686.5
1099,E02001137,,,,,,,,,,,0,0,,773752.5
1100,E02001138,,,,,,,,,,,0,0,,1012426.0
1101,E02001139,,,,,,,,,,,0,0,,257894.3
1102,E02001140,,,,,,,,,,,0,0,,460417.4
1103,E02001141,,,,,,,,,,,0,0,,320931.5
1104,E02001142,,,,,,,,,,,0,0,,921867.0
1105,E02001143,,,,,,,,,,,0,0,,568624.9
1106,E02001144,,,,,,,,,,,0,0,,435171.4
1107,E02001145,,,,,,,,,,,0,0,,590427.7
1108,E02001146,,,,,,,,,,,0,0,,207290.5
1109,E02001147,,,,,,,,,,,0,0,,1029506.2
1110,E02001148,,,,,,,,,,,0,0,,676307.3
1111,E02001149,,,,,,,,,,,0,0,,458405.6
1112,E02001150,,,,,,,,,,,0,0,,600823.5
1113,E02001151,,,,,,,,,,,0,0,,751048.3
1114,E02001152,,,,,,,,,,,0,0,,672071.0
1115,E02001153,,,,,,,,,,,0,0,,811305.2
1116,E02001154,,,,,,,,,,,0,0,,550727.4
1117,E02001155,,,,,,,,,,,0,0,,417660.7
1118,E02001156,,,,,,,,,,,0,0,,997243.0
1119,E02001157,,,,,,,,,,,0,0,,471060.3
1120,E02001158,,,,,,,,,,,0,0,,377430.0
1121,E02001159,,,,,,,,,,,0,0,,413587.4
1122,E02001160,,,,,,,,,,,0,0,,537221.8
1123,E02001161,,,,,,,,,,,0,0,,358612.0
1124,E02001162,,,,,,,,,,,0,0,,338189.1
1125,E02001163,,,,,,,,,,,0,0,,760430.9
1126,E02001164,,,,,,,,,,,0,0,,408519.2
1127,E02001165,,,,,,,,,,,0,0,,355214.5
1128,E02001166,,,,,,,,,,,0,0,,497977.9
1129,E02001167,,,,,,,,,,,0,0,,445011.1
1130,E02001168,,,,,,,,,,,0,0,,587526.9
1131,E02001169,,,,,,,,,,,0,0,,1141787.9
1132,E02001170,,,,,,,,,,,0,0,,1045407.1
1133,E02001171,,,,,,,,,,,0,0,,412335.8
1134,E02001172,,,,,,,,,,,0,0,,379957.1
1135,E02001173,,,,,,,,,,,0,0,,298709.3
1136,E02001174,,,,,,,,,,,0,0,,284447.9
1137,E02001175,,,,,,,,,,,0,0,,511555.3
1138,E02001176,,,,,,,,,,,0,0,,844908.3
1139,E02001177,,,,,,,,,,,0,0,,659605.7
1140,E02001178,,,,,,,,,,,0,0,,246782.9
1141,E02001179,,,,,,,,,,,0,0,,184630.3
1142,E02001180,,,,,,,,,,,0,0,,112195.4
1143,E02001181,,,,,,,,,,,0,0,,355691.6
1144,E02001182,,,,,,,,,,,0,0,,246161.5
1145,E02001183,,,,,,,,,,,0,0,,286359.8
1146,E02001184,,,,,,,,,,,0,0,,304811.5
1147,E02001185,,,,,,,,,,,0,0,,713043.7
1148,E02001186,,,,,,,,,,,0,0,,820671.2
1149,E02001187,,,,,,,,,,,0,0,,423996.5
1150,E02001188,,,,,,,,,,,0,0,,395531.4
1151,E02001189,,,,,,,,,,,0,0,,547067.5
1152,E02001190,,,,,,,,,,,0,0,,384192.1
1153,E02001191,,,,,,,,,,,0,0,,563338.5
1154,E02001192,,,,,,,,,,,0,0,,490499.0
1155,E02001193,,,,,,,,,,,0,0,,261422.2
1156,E02001194,,,,,,,,,,,0,0,,634145.3
1157,E02001195,,,,,,,,,,,0,0,,598911.2
1158,E02001196,,,,,,,,,,,0,0,,946479.1
1159,E02001197,,,,,,,,,,,0,0,,460144.0
1160,E02001198,,,,,,,,,,,0,0,,666871.3
1161,E02001199,,,,,,,,,,,0,0,,629274.5
1162,E02001200,,,,,,,,,,,0,0,,161149.6
1163,E02001201,,,,,,,,,,,0,0,,357295.2
1164,E02001202,,,,,,,,,,,0,0,,155401.2
1165,E02001203,,,,,,,,,,,0,0,,1389539.6
1166,E02001204,,,,,,,,,,,0,0,,524609.0
1167,E02001205,,,,,,,,,,,0,0,,427722.9
1168,E02001206,,,,,,,,,,,0,0,,752363.9
1169,E02001207,,,,,,,,,,,0,0,,675328.2
1170,E02001208,,,,,,,,,,,0,0,,477595.7
1171,E02001209,,,,,,,,,,,0,0,,420745.3
1172,E02001210,,,,,,,,,,,0,0,,460841.5
1173,E02001211,,,,,,,,,,,0,0,,662797.7
1174,E02001212,,,,,,,,,,,0,0,,451615.0
1175,E02001213,,,,,,,,,,,0,0,,793559.1
1176,E02001214,,,,,,,,,,,0,0,,1020369.6
1177,E02001215,,,,,,,,,,,0,0,,846274.0
1178,E02001216,,,,,,,,,,,0,0,,867003.0
1179,E02001217,,,,,,,,,,,0,0,,497775.7
1180,E02001218,,,,,,,,,,,0,0,,1028236.9
1181,E02001219,,,,,,,,,,,0,0,,634770.4
1182,E02001220,,,,,,,,,,,0,0,,613389.6
1183,E02001221,,,,,,,,,,,0,0,,683413.8
1184,E02001222,,,,,,,,,,,0,0,,770021.4
1185,E02001223,,,,,,,,,,,0,0,,1108449.2
1186,E02001224,,,,,,,,,,,0,0,,1070769.2
1187,E02001225,,,,,,,,,,,0,0,,849996.1
1188,E02001226,,,,,,,,,,,0,0,,635442.8
1189,E02001227,,,,,,,,,,,0,0,,794796.9
1190,E02001228,,,,,,,,,,,0,0,,1191224.6
1191,E02001229,,,,,,,,,,,0,0,,602970.5
1192,E02001230,,,,,,,,,,,0,0,,544327.6
1193,E02001231,,,,,,,,,,,0,0,,550432.1
1194,E02001232,,,,,,,,,,,0,0,,469461.9
1195,E02001233,,,,,,,,,,,0,0,,520059.1
1196,E02001234,,,,,,,,,,,0,0,,486974.3
1197,E02001235,,,,,,,,,,,0,0,,367570.7
1198,E02001236,,,,,,,,,,,0,0,,321596.5
1199,E02001237,,,,,,,,,,,0,0,,455365.8
1200,E02001238,,,,,,,,,,,0,0,,454731.4
1201,E02001239,,,,,,,,,,,0,0,,509168.3
1202,E02001240,,,,,,,,,,,0,0,,337830.2
1203,E02001241,,,,,,,,,,,0,0,,197399.1
1204,E02001242,,,,,,,,,,,0,0,,489136.9
1205,E02001243,,,,,,,,,,,0,0,,829352.3
1206,E02001244,,,,,,,,,,,0,0,,417593.7
1207,E02001245,,,,,,,,,,,0,0,,396547.8
1208,E02001246,,,,,,,,,,,0,0,,555851.0
1209,E02001247,,,,,,,,,,,0,0,,384901.0
1210,E02001248,,,,,,,,,,,0,0,,562719.5
1211,E02001249,,,,,,,,,,,0,0,,337216.9
1212,E02001250,,,,,,,,,,,0,0,,540259.1
1213,E02001251,,,,,,,,,,,0,0,,673777.0
1214,E02001252,,,,,,,,,,,0,0,,546357.1
1215,E02001253,,,,,,,,,,,0,0,,332122.7
1216,E02001254,,,,,,,,,,,0,0,,394807.7
1217,E02001255,,,,,,,,,,,0,0,,430737.0
1218,E02001256,,,,,,,,,,,0,0,,365166.2
1219,E02001257,,,,,,,,,,,0,0,,698616.8
1220,E02001258,,,,,,,,,,,0,0,,794790.9
1221,E02001259,,,,,,,,,,,0,0,,206656.9
1222,E02001260,,,,,,,,,,,0,0,,548439.2
1223,E02001261,,,,,,,,,,,0,0,,357605.2
1224,E02001262,,,,,,,,,,,0,0,,484749.9
1225,E02001263,,,,,,,,,,,0,0,,796654.6
1226,E02001264,,,,,,,,,,,0,0,,547260.3
1227,E02001265,,,,,,,,,,,0,0,,629757.0
1228,E02001266,,,,,,,,,,,0,0,,474005.9
1229,E02001267,,,,,,,,,,,0,0,,442623.0
1230,E02001268,,,,,,,,,,,0,0,,596628.2
1231,E02001269,,,,,,,,,,,0,0,,483878.4
1232,E02001270,,,,,,,,,,,0,0,,505062.4
1233,E02001271,,,,,,,,,,,0,0,,516820.0
1234,E02001272,,,,,,,,,,,0,0,,688607.1
1235,E02001273,,,,,,,,,,,0,0,,604424.5
1236,E02001274,,,,,,,,,,,0,0,,1062188.9
1237,E02001275,,,,,,,,,,,0,0,,679981.8
1238,E02001276,,,,,,,,,,,0,0,,610971.8
1239,E02001277,,,,,,,,,,,0,0,,580396.8
1240,E02001278,,,,,,,,,,,0,0,,659158.4
1241,E02001279,,,,,,,,,,,0,0,,849407.2
1242,E02001280,,,,,,,,,,,0,0,,683044.4
1243,E02001281,,,,,,,,,,,0,0,,811403.7
1244,E02001282,,,,,,,,,,,0,0,,542416.8
1245,E02001283,,,,,,,,,,,0,0,,1616659.5
1246,E02001284,,,,,,,,,,,0,0,,982141.5
1247,E02001285,,,,,,,,,,,0,0,,1498735.4
1248,E02001286,,,,,,,,,,,0,0,,2009274.0
1249,E02001287,,,,,,,,,,,0,0,,608776.1
1250,E02001288,,,,,,,,,,,0,0,,881582.9
1251,E02001289,,,,,,,,,,,0,0,,1060386.8
1252,E02001290,,,,,,,,,,,0,0,,757663.3
1253,E02001291,,,,,,,,,,,0,0,,548986.4
1254,E02001292,,,,,,,,,,,0,0,,713238.7
1255,E02001293,,,,,,,,,,,0,0,,571901.4
1256,E02001294,,,,,,,,,,,0,0,,300632.6
1257,E02001295,,,,,,,,,,,0,0,,283624.0
1258,E02001296,,,,,,,,,,,0,0,,561542.5
1259,E02001297,,,,,,,,,,,0,0,,491215.7
1260,E02001298,,,,,,,,,,,0,0,,469212.9
1261,E02001299,,,,,,,,,,,0,0,,588824.4
1262,E02001300,,,,,,,,,,,0,0,,498024.6
1263,E02001301,,,,,,,,,,,0,0,,399743.0
1264,E02001302,,,,,,,,,,,0,0,,630793.5
1265,E02001303,,,,,,,,,,,0,0,,584824.5
1266,E02001304,,,,,,,,,,,0,0,,1282140.9
1267,E02001305,,,,,,,,,,,0,0,,658603.6
1268,E02001306,,,,,,,,,,,0,0,,577206.6
1269,E02001307,,,,,,,,,,,0,0,,957414.4
1270,E02001308,,,,,,,,,,,0,0,,346736.2
1271,E02001309,,,,,,,,,,,0,0,,473321.8
1272,E02001310,,,,,,,,,,,0,0,,542764.9
1273,E02001311,,,,,,,,,,,0,0,,518738.5
1274,E02001312,,,,,,,,,,,0,0,,549548.5
1275,E02001313,,,,,,,,,,,0,0,,527621.0
1276,E02001314,,,,,,,,,,,0,0,,630281.4
1277,E02001315,,,,,,,,,,,0,0,,859231.2
1278,E02001316,,,,,,,,,,,0,0,,193062.6
1279,E02001317,,,,,,,,,,,0,0,,641468.9
1280,E02001318,,,,,,,,,,,0,0,,648126.3
1281,E02001319,,,,,,,,,,,0,0,,457791.5
1282,E02001320,,,,,,,,,,,0,0,,480240.5
1283,E02001321,,,,,,,,,,,0,0,,635024.8
1284,E02001322,,,,,,,,,,,0,0,,589452.6
1285,E02001323,,,,,,,,,,,0,0,,664002.2
1286,E02001324,,,,,,,,,,,0,0,,616489.4
