,Code,Msoa_name,education_no_qualifications,lone_parent_unemployed,limited_activity_fam_member,families_with_3plus_kids,health_life_expectancy_at_birth,child_poverty,overcrowded_houses,self_harm_hospital_admission,AvPTAI2015,supermarket,fast_food,total_weekly_income,total_private_outdoor_space
3562,E02003653,,,,,,,,,,,0,0,,718309.1
3563,E02003654,,,,,,,,,,,0,0,,1631119.8
3564,E02003655,,,,,,,,,,,0,0,,2566580.7
3565,E02003656,,,,,,,,,,,0,0,,1010500.2
3566,E02003657,,,,,,,,,,,0,0,,1900534.9
3567,E02003658,,,,,,,,,,,0,0,,1521867.4
3568,E02003659,,,,,,,,,,,0,0,,1864062.8
3569,E02003660,,,,,,,,,,,0,0,,2030402.3
3570,E02003661,,,,,,,,,,,0,0,,1553622.3
3571,E02003662,,,,,,,,,,,0,0,,372895.1
3572,E02003663,,,,,,,,,,,0,0,,632574.5
3573,E02003664,,,,,,,,,,,0,0,,437028.6
3574,E02003665,,,,,,,,,,,0,0,,420044.0
3575,E02003666,,,,,,,,,,,0,0,,263055.5
3576,E02003667,,,,,,,,,,,0,0,,410822.3
3577,E02003668,,,,,,,,,,,0,0,,985241.5
3578,E02003669,,,,,,,,,,,0,0,,573976.4
3579,E02003670,,,,,,,,,,,0,0,,616584.9
3580,E02003671,,,,,,,,,,,0,0,,251459.4
3581,E02003672,,,,,,,,,,,0,0,,2366178.6
3582,E02003673,,,,,,,,,,,0,0,,1743768.2
3583,E02003674,,,,,,,,,,,0,0,,1405321.4
3584,E02003675,,,,,,,,,,,0,0,,1774890.0
3585,E02003676,,,,,,,,,,,0,0,,3701356.5
3586,E02003677,,,,,,,,,,,0,0,,1068401.0
3587,E02003678,,,,,,,,,,,0,0,,858327.9
3588,E02003679,,,,,,,,,,,0,0,,506727.4
3589,E02003680,,,,,,,,,,,0,0,,2700450.6
3590,E02003681,,,,,,,,,,,0,0,,1980946.4
3591,E02003682,,,,,,,,,,,0,0,,1356104.9
3592,E02003683,,,,,,,,,,,0,0,,2025527.0
3593,E02003685,,,,,,,,,,,0,0,,2331527.5
3594,E02003686,,,,,,,,,,,0,0,,1398970.6
3595,E02003687,,,,,,,,,,,0,0,,1205026.6
3596,E02003688,,,,,,,,,,,0,0,,2734464.3
3597,E02003689,,,,,,,,,,,0,0,,2715730.9
3598,E02003690,,,,,,,,,,,0,0,,1147774.3
3599,E02003691,,,,,,,,,,,0,0,,1938747.3
3600,E02003692,,,,,,,,,,,0,0,,2131656.1
3601,E02003693,,,,,,,,,,,0,0,,1955498.1
3602,E02003694,,,,,,,,,,,0,0,,686782.6
3603,E02003695,,,,,,,,,,,0,0,,1556842.3
3604,E02003696,,,,,,,,,,,0,0,,1792906.9
3605,E02003697,,,,,,,,,,,0,0,,2657636.4
3606,E02003698,,,,,,,,,,,0,0,,2052183.7
3607,E02003699,,,,,,,,,,,0,0,,1196937.8
3608,E02003701,,,,,,,,,,,0,0,,1030080.8
3609,E02003702,,,,,,,,,,,0,0,,4025668.7
3610,E02003703,,,,,,,,,,,0,0,,912173.7
3611,E02003704,,,,,,,,,,,0,0,,1035195.0
3612,E02003705,,,,,,,,,,,0,0,,479811.1
3613,E02003706,,,,,,,,,,,0,0,,557057.7
3614,E02003707,,,,,,,,,,,0,0,,603027.6
3615,E02003708,,,,,,,,,,,0,0,,532693.8
3616,E02003709,,,,,,,,,,,0,0,,453049.4
3617,E02003710,,,,,,,,,,,0,0,,1090172.0
3618,E02003711,,,,,,,,,,,0,0,,627319.6
3619,E02003712,,,,,,,,,,,0,0,,839278.2
3620,E02003713,,,,,,,,,,,0,0,,879783.6
3621,E02003714,,,,,,,,,,,0,0,,823489.7
3622,E02003715,,,,,,,,,,,0,0,,1853054.4
3623,E02003716,,,,,,,,,,,0,0,,1094295.7
3624,E02003717,,,,,,,,,,,0,0,,1175121.4
3625,E02003718,,,,,,,,,,,0,0,,533500.7
3626,E02003719,,,,,,,,,,,0,0,,485294.2
3627,E02003720,,,,,,,,,,,0,0,,639435.3
3628,E02003721,,,,,,,,,,,0,0,,645087.4
3629,E02003722,,,,,,,,,,,0,0,,642292.1
3630,E02003723,,,,,,,,,,,0,0,,532923.4
3631,E02003724,,,,,,,,,,,0,0,,642815.1
3632,E02003725,,,,,,,,,,,0,0,,709729.3
3633,E02003726,,,,,,,,,,,0,0,,227059.9
3634,E02003727,,,,,,,,,,,0,0,,416164.8
3635,E02003728,,,,,,,,,,,0,0,,640555.4
3636,E02003729,,,,,,,,,,,0,0,,644792.5
3637,E02003730,,,,,,,,,,,0,0,,1104978.8
3638,E02003731,,,,,,,,,,,0,0,,1261142.6
3639,E02003732,,,,,,,,,,,0,0,,1441797.9
3640,E02003733,,,,,,,,,,,0,0,,2000940.8
3641,E02003734,,,,,,,,,,,0,0,,1252740.9
3642,E02003735,,,,,,,,,,,0,0,,1051177.6
3643,E02003736,,,,,,,,,,,0,0,,2386473.1
3644,E02003737,,,,,,,,,,,0,0,,1879249.6
3645,E02003738,,,,,,,,,,,0,0,,1595208.4
3646,E02003739,,,,,,,,,,,0,0,,1161252.6
3647,E02003740,,,,,,,,,,,0,0,,1666516.0
3648,E02003742,,,,,,,,,,,0,0,,2170922.2
3649,E02003743,,,,,,,,,,,0,0,,923667.1
3650,E02003744,,,,,,,,,,,0,0,,1603834.8
3651,E02003745,,,,,,,,,,,0,0,,2975048.3
3652,E02003746,,,,,,,,,,,0,0,,1008148.1
3653,E02003747,,,,,,,,,,,0,0,,1505456.0
3654,E02003748,,,,,,,,,,,0,0,,919781.2
3655,E02003749,,,,,,,,,,,0,0,,1151704.0
3656,E02003750,,,,,,,,,,,0,0,,1084476.1
3657,E02003751,,,,,,,,,,,0,0,,1871416.9
3658,E02003752,,,,,,,,,,,0,0,,1571358.8
3659,E02003753,,,,,,,,,,,0,0,,1394022.4
3660,E02003754,,,,,,,,,,,0,0,,1543699.9
3661,E02003755,,,,,,,,,,,0,0,,1631193.5
3662,E02003756,,,,,,,,,,,0,0,,1377695.6
3663,E02003757,,,,,,,,,,,0,0,,1455227.5
3664,E02003758,,,,,,,,,,,0,0,,2281369.1
3665,E02003759,,,,,,,,,,,0,0,,1220595.6
3666,E02003760,,,,,,,,,,,0,0,,432588.4
3667,E02003761,,,,,,,,,,,0,0,,696121.1
3668,E02003762,,,,,,,,,,,0,0,,1843372.6
3669,E02003763,,,,,,,,,,,0,0,,880338.3
3670,E02003764,,,,,,,,,,,0,0,,684394.8
3671,E02003765,,,,,,,,,,,0,0,,759417.0
3672,E02003766,,,,,,,,,,,0,0,,781181.3
3673,E02003767,,,,,,,,,,,0,0,,2375822.2
3674,E02003768,,,,,,,,,,,0,0,,2323569.1
3675,E02003769,,,,,,,,,,,0,0,,1710465.5
3676,E02003770,,,,,,,,,,,0,0,,2266695.2
3677,E02003771,,,,,,,,,,,0,0,,462221.0
3678,E02003772,,,,,,,,,,,0,0,,725232.4
3679,E02003773,,,,,,,,,,,0,0,,683673.7
3680,E02003774,,,,,,,,,,,0,0,,482575.6
3681,E02003775,,,,,,,,,,,0,0,,1415881.7
3682,E02003776,,,,,,,,,,,0,0,,1227438.7
3683,E02003777,,,,,,,,,,,0,0,,1306661.5
3684,E02003778,,,,,,,,,,,0,0,,1088677.4
3685,E02003779,,,,,,,,,,,0,0,,719137.0
3686,E02003780,,,,,,,,,,,0,0,,1209461.0
3687,E02003781,,,,,,,,,,,0,0,,1281588.4
3688,E02003783,,,,,,,,,,,0,0,,1585770.2
3689,E02003784,,,,,,,,,,,0,0,,2232208.1
3690,E02003785,,,,,,,,,,,0,0,,1388534.5
3691,E02003786,,,,,,,,,,,0,0,,1507863.0
3692,E02003787,,,,,,,,,,,0,0,,2155003.7
3693,E02003788,,,,,,,,,,,0,0,,1764271.9
3694,E02003789,,,,,,,,,,,0,0,,796266.0
3695,E02003790,,,,,,,,,,,0,0,,2707639.3
3696,E02003791,,,,,,,,,,,0,0,,2101320.2
3697,E02003792,,,,,,,,,,,0,0,,2228042.0
3698,E02003793,,,,,,,,,,,0,0,,1974131.9
3699,E02003794,,,,,,,,,,,0,0,,1927129.0
3700,E02003795,,,,,,,,,,,0,0,,1620384.2
3701,E02003796,,,,,,,,,,,0,0,,792579.4
3702,E02003797,,,,,,,,,,,0,0,,1085635.5
3703,E02003798,,,,,,,,,,,0,0,,458503.5
3704,E02003799,,,,,,,,,,,0,0,,583487.4
3705,E02003800,,,,,,,,,,,0,0,,1777013.3
3706,E02003801,,,,,,,,,,,0,0,,711927.2
3707,E02003802,,,,,,,,,,,0,0,,237503.7
3708,E02003803,,,,,,,,,,,0,0,,229315.7
3709,E02003804,,,,,,,,,,,0,0,,446300.6
3710,E02003805,,,,,,,,,,,0,0,,1521627.1
3711,E02003806,,,,,,,,,,,0,0,,916713.4
3712,E02003807,,,,,,,,,,,0,0,,1312527.9
3713,E02003808,,,,,,,,,,,0,0,,561512.4
3714,E02003809,,,,,,,,,,,0,0,,3169862.1
3715,E02003810,,,,,,,,,,,0,0,,3559121.4
3716,E02003811,,,,,,,,,,,0,0,,2530736.4
3717,E02003812,,,,,,,,,,,0,0,,906256.8
3718,E02003813,,,,,,,,,,,0,0,,688329.1
3719,E02003814,,,,,,,,,,,0,0,,766816.3
3720,E02003815,,,,,,,,,,,0,0,,824932.0
3721,E02003816,,,,,,,,,,,0,0,,640759.1
3722,E02003817,,,,,,,,,,,0,0,,934619.5
3723,E02003818,,,,,,,,,,,0,0,,1064547.6
3724,E02003819,,,,,,,,,,,0,0,,839825.3
3725,E02003820,,,,,,,,,,,0,0,,981958.8
3726,E02003821,,,,,,,,,,,0,0,,725936.0
3727,E02003822,,,,,,,,,,,0,0,,2487989.7
3728,E02003823,,,,,,,,,,,0,0,,928372.0
3729,E02003824,,,,,,,,,,,0,0,,803692.5
3730,E02003825,,,,,,,,,,,0,0,,550223.5
3731,E02003826,,,,,,,,,,,0,0,,702150.0
3732,E02003827,,,,,,,,,,,0,0,,538501.7
3733,E02003828,,,,,,,,,,,0,0,,569031.9
3734,E02003829,,,,,,,,,,,0,0,,546721.9
3735,E02003830,,,,,,,,,,,0,0,,388095.1
3736,E02003831,,,,,,,,,,,0,0,,1840163.6
3737,E02003832,,,,,,,,,,,0,0,,236948.5
3738,E02003833,,,,,,,,,,,0,0,,693257.5
3739,E02003834,,,,,,,,,,,0,0,,437160.8
3740,E02003835,,,,,,,,,,,0,0,,1427926.2
3741,E02003836,,,,,,,,,,,0,0,,691876.3
3742,E02003837,,,,,,,,,,,0,0,,4618020.9
3743,E02003838,,,,,,,,,,,0,0,,1201375.2
3744,E02003839,,,,,,,,,,,0,0,,745433.7
3745,E02003840,,,,,,,,,,,0,0,,4353132.8
3746,E02003841,,,,,,,,,,,0,0,,1513894.1
3747,E02003842,,,,,,,,,,,0,0,,2097187.3
3748,E02003843,,,,,,,,,,,0,0,,657344.4
3749,E02003844,,,,,,,,,,,0,0,,859425.5
3750,E02003845,,,,,,,,,,,0,0,,468480.0
3751,E02003846,,,,,,,,,,,0,0,,526557.8
3752,E02003847,,,,,,,,,,,0,0,,1123108.9
3753,E02003848,,,,,,,,,,,0,0,,429982.1
3754,E02003849,,,,,,,,,,,0,0,,556526.2
3755,E02003850,,,,,,,,,,,0,0,,472873.6
3756,E02003851,,,,,,,,,,,0,0,,659895.3
3757,E02003852,,,,,,,,,,,0,0,,631990.4
3758,E02003853,,,,,,,,,,,0,0,,1246396.1
3759,E02003854,,,,,,,,,,,0,0,,926510.2
3760,E02003855,,,,,,,,,,,0,0,,928169.6
3761,E02003856,,,,,,,,,,,0,0,,1276938.2
3762,E02003857,,,,,,,,,,,0,0,,830060.1
3763,E02003858,,,,,,,,,,,0,0,,1496977.9
3764,E02003859,,,,,,,,,,,0,0,,4602349.8
3765,E02003860,,,,,,,,,,,0,0,,1125007.6
3766,E02003861,,,,,,,,,,,0,0,,717227.6
3767,E02003862,,,,,,,,,,,0,0,,2802416.9
3768,E02003863,,,,,,,,,,,0,0,,1328803.6
3769,E02003864,,,,,,,,,,,0,0,,2675610.9
3770,E02003865,,,,,,,,,,,0,0,,919034.6
3771,E02003866,,,,,,,,,,,0,0,,884288.2
3772,E02003867,,,,,,,,,,,0,0,,731965.1
3773,E02003868,,,,,,,,,,,0,0,,761880.2
3774,E02003869,,,,,,,,,,,0,0,,807180.4
3775,E02003870,,,,,,,,,,,0,0,,515203.5
3776,E02003871,,,,,,,,,,,0,0,,692572.5
3777,E02003872,,,,,,,,,,,0,0,,3195120.7
3778,E02003873,,,,,,,,,,,0,0,,505343.3
3779,E02003874,,,,,,,,,,,0,0,,1549880.5
3780,E02003875,,,,,,,,,,,0,0,,2825764.7
3781,E02003876,,,,,,,,,,,0,0,,549330.8
3782,E02003877,,,,,,,,,,,0,0,,2637148.5
3783,E02003878,,,,,,,,,,,0,0,,1722543.3
3784,E02003879,,,,,,,,,,,0,0,,491140.1
3785,E02003880,,,,,,,,,,,0,0,,1003344.3
3786,E02003881,,,,,,,,,,,0,0,,493396.0
3787,E02003882,,,,,,,,,,,0,0,,843792.6
3788,E02003883,,,,,,,,,,,0,0,,1501035.7
3789,E02003884,,,,,,,,,,,0,0,,2410419.3
3790,E02003885,,,,,,,,,,,0,0,,1029644.1
3791,E02003886,,,,,,,,,,,0,0,,528516.5
3792,E02003887,,,,,,,,,,,0,0,,754131.8
3793,E02003888,,,,,,,,,,,0,0,,482473.9
3794,E02003889,,,,,,,,,,,0,0,,504838.6
3795,E02003890,,,,,,,,,,,0,0,,658091.7
3796,E02003891,,,,,,,,,,,0,0,,2442891.9
3797,E02003892,,,,,,,,,,,0,0,,2101867.8
3798,E02003893,,,,,,,,,,,0,0,,2455492.1
3799,E02003894,,,,,,,,,,,0,0,,1599561.2
3800,E02003895,,,,,,,,,,,0,0,,1752137.4
3801,E02003896,,,,,,,,,,,0,0,,622756.6
3802,E02003897,,,,,,,,,,,0,0,,1229890.1
3803,E02003898,,,,,,,,,,,0,0,,2405171.6
3804,E02003899,,,,,,,,,,,0,0,,473544.2
3805,E02003900,,,,,,,,,,,0,0,,673273.7
3806,E02003901,,,,,,,,,,,0,0,,5481404.4
3807,E02003902,,,,,,,,,,,0,0,,363453.2
3808,E02003903,,,,,,,,,,,0,0,,1116527.2
3809,E02003904,,,,,,,,,,,0,0,,1000931.6
3810,E02003905,,,,,,,,,,,0,0,,1594155.1
3811,E02003906,,,,,,,,,,,0,0,,1567612.9
3812,E02003907,,,,,,,,,,,0,0,,2048622.5
3813,E02003908,,,,,,,,,,,0,0,,894386.7
3814,E02003909,,,,,,,,,,,0,0,,1267065.9
3815,E02003910,,,,,,,,,,,0,0,,536714.9
3816,E02003911,,,,,,,,,,,0,0,,3319814.4
3817,E02003912,,,,,,,,,,,0,0,,2798523.8
3818,E02003913,,,,,,,,,,,0,0,,2385580.1
3819,E02003914,,,,,,,,,,,0,0,,728397.6
3820,E02003915,,,,,,,,,,,0,0,,510963.4
3821,E02003916,,,,,,,,,,,0,0,,523125.7
3822,E02003917,,,,,,,,,,,0,0,,928294.9
3823,E02003918,,,,,,,,,,,0,0,,1354377.9
3824,E02003919,,,,,,,,,,,0,0,,800282.3
3825,E02003920,,,,,,,,,,,0,0,,836377.9
3826,E02003921,,,,,,,,,,,0,0,,1210512.9
3827,E02003922,,,,,,,,,,,0,0,,1185681.4
3828,E02003923,,,,,,,,,,,0,0,,566703.6
3829,E02003924,,,,,,,,,,,0,0,,989374.8
3830,E02003925,,,,,,,,,,,0,0,,877052.0
3831,E02003926,,,,,,,,,,,0,0,,2245321.5
3832,E02003927,,,,,,,,,,,0,0,,3250490.4
3833,E02003928,,,,,,,,,,,0,0,,1347063.7
3834,E02003929,,,,,,,,,,,0,0,,1735153.1
3835,E02003930,,,,,,,,,,,0,0,,2976868.6
3836,E02003931,,,,,,,,,,,0,0,,1721867.4
3837,E02003932,,,,,,,,,,,0,0,,2605221.2
3838,E02003933,,,,,,,,,,,0,0,,2085218.8
3839,E02003934,,,,,,,,,,,0,0,,2052525.7
3840,E02003935,,,,,,,,,,,0,0,,1116168.1
3841,E02003936,,,,,,,,,,,0,0,,3054619.5
3842,E02003937,,,,,,,,,,,0,0,,3007947.1
3843,E02003938,,,,,,,,,,,0,0,,2146193.9
3844,E02003939,,,,,,,,,,,0,0,,833406.8
3845,E02003940,,,,,,,,,,,0,0,,2903360.4
3846,E02003941,,,,,,,,,,,0,0,,1005908.6
3847,E02003942,,,,,,,,,,,0,0,,711867.4
3848,E02003943,,,,,,,,,,,0,0,,894051.6
3849,E02003944,,,,,,,,,,,0,0,,1133292.0
3850,E02003945,,,,,,,,,,,0,0,,1437302.3
3851,E02003946,,,,,,,,,,,0,0,,2184275.2
3852,E02003947,,,,,,,,,,,0,0,,1855932.7
3853,E02003948,,,,,,,,,,,0,0,,864505.1
3854,E02003949,,,,,,,,,,,0,0,,188069.2
3855,E02003950,,,,,,,,,,,0,0,,1204863.9
3856,E02003951,,,,,,,,,,,0,0,,801537.8
3857,E02003952,,,,,,,,,,,0,0,,1177983.1
3858,E02003953,,,,,,,,,,,0,0,,2157991.4
3859,E02003954,,,,,,,,,,,0,0,,641808.7
3860,E02003955,,,,,,,,,,,0,0,,968588.9
3861,E02003956,,,,,,,,,,,0,0,,1418089.6
3862,E02003957,,,,,,,,,,,0,0,,2956335.4
3863,E02003958,,,,,,,,,,,0,0,,1459448.1
3864,E02003959,,,,,,,,,,,0,0,,853353.2
3865,E02003960,,,,,,,,,,,0,0,,1325227.8
3866,E02003961,,,,,,,,,,,0,0,,1351986.9
3867,E02003962,,,,,,,,,,,0,0,,977779.3
3868,E02003963,,,,,,,,,,,0,0,,999348.9
3869,E02003964,,,,,,,,,,,0,0,,2447518.7
3870,E02003965,,,,,,,,,,,0,0,,1838054.1
3871,E02003966,,,,,,,,,,,0,0,,2294832.3
3872,E02003967,,,,,,,,,,,0,0,,1763806.5
3873,E02003968,,,,,,,,,,,0,0,,1203897.1
3874,E02003969,,,,,,,,,,,0,0,,696664.1
3875,E02003970,,,,,,,,,,,0,0,,1801812.9
3876,E02003971,,,,,,,,,,,0,0,,1525750.0
3877,E02003972,,,,,,,,,,,0,0,,921586.7
3878,E02003973,,,,,,,,,,,0,0,,462000.2
3879,E02003974,,,,,,,,,,,0,0,,630833.1
3880,E02003975,,,,,,,,,,,0,0,,1044999.4
3881,E02003976,,,,,,,,,,,0,0,,1189781.4
3882,E02003977,,,,,,,,,,,0,0,,661371.6
3883,E02003978,,,,,,,,,,,0,0,,518866.6
3884,E02003979,,,,,,,,,,,0,0,,1025733.3
3885,E02003980,,,,,,,,,,,0,0,,264780.0
3886,E02003981,,,,,,,,,,,0,0,,305823.2
3887,E02003982,,,,,,,,,,,0,0,,828829.9
3888,E02003983,,,,,,,,,,,0,0,,362529.7
3889,E02003984,,,,,,,,,,,0,0,,80639.2
3890,E02003985,,,,,,,,,,,0,0,,5449139.1
3891,E02003986,,,,,,,,,,,0,0,,320886.6
3892,E02003987,,,,,,,,,,,0,0,,1852043.0
3893,E02003988,,,,,,,,,,,0,0,,1627350.0
3894,E02003989,,,,,,,,,,,0,0,,798721.6
3895,E02003990,,,,,,,,,,,0,0,,1752704.9
3896,E02003991,,,,,,,,,,,0,0,,1196800.4
3897,E02003992,,,,,,,,,,,0,0,,277318.2
3898,E02003993,,,,,,,,,,,0,0,,2790166.2
3899,E02003994,,,,,,,,,,,0,0,,460112.8
3900,E02003995,,,,,,,,,,,0,0,,796069.5
3901,E02003996,,,,,,,,,,,0,0,,291532.1
3902,E02003997,,,,,,,,,,,0,0,,686014.9
3903,E02003998,,,,,,,,,,,0,0,,510760.7
3904,E02003999,,,,,,,,,,,0,0,,2070551.5
3905,E02004000,,,,,,,,,,,0,0,,792252.8
3906,E02004001,,,,,,,,,,,0,0,,423297.2
3907,E02004002,,,,,,,,,,,0,0,,1178891.1
3908,E02004003,,,,,,,,,,,0,0,,6652596.7
3909,E02004004,,,,,,,,,,,0,0,,991532.6
3910,E02004005,,,,,,,,,,,0,0,,875758.1
3911,E02004006,,,,,,,,,,,0,0,,2332716.8
3912,E02004007,,,,,,,,,,,0,0,,1555180.9
3913,E02004008,,,,,,,,,,,0,0,,1875605.8
3914,E02004009,,,,,,,,,,,0,0,,1769810.4
3915,E02004010,,,,,,,,,,,0,0,,674219.4
3916,E02004011,,,,,,,,,,,0,0,,1576881.5
3917,E02004012,,,,,,,,,,,0,0,,1918313.0
3918,E02004013,,,,,,,,,,,0,0,,2185512.8
3919,E02004014,,,,,,,,,,,0,0,,1887627.3
3920,E02004015,,,,,,,,,,,0,0,,1729272.8
3921,E02004016,,,,,,,,,,,0,0,,1705174.5
3922,E02004017,,,,,,,,,,,0,0,,961788.8
3923,E02004018,,,,,,,,,,,0,0,,557571.6
3924,E02004019,,,,,,,,,,,0,0,,1313069.6
3925,E02004020,,,,,,,,,,,0,0,,808591.1
3926,E02004021,,,,,,,,,,,0,0,,2243842.3
3927,E02004022,,,,,,,,,,,0,0,,1782724.5
3928,E02004023,,,,,,,,,,,0,0,,1321593.6
3929,E02004024,,,,,,,,,,,0,0,,2037649.4
3930,E02004025,,,,,,,,,,,0,0,,1622581.6
3931,E02004026,,,,,,,,,,,0,0,,621296.8
3932,E02004027,,,,,,,,,,,0,0,,1598453.8
3933,E02004028,,,,,,,,,,,0,0,,1334772.6
3934,E02004029,,,,,,,,,,,0,0,,682851.0
3935,E02004030,,,,,,,,,,,0,0,,1310746.2
3936,E02004031,,,,,,,,,,,0,0,,654524.3
3937,E02004032,,,,,,,,,,,0,0,,1052201.4
3938,E02004033,,,,,,,,,,,0,0,,998026.0
3939,E02004034,,,,,,,,,,,0,0,,883743.5
3940,E02004035,,,,,,,,,,,0,0,,1567063.2
3941,E02004036,,,,,,,,,,,0,0,,1149983.8
3942,E02004037,,,,,,,,,,,0,0,,910716.8
3943,E02004038,,,,,,,,,,,0,0,,744988.7
3944,E02004039,,,,,,,,,,,0,0,,1052796.2
3945,E02004040,,,,,,,,,,,0,0,,1099493.3
3946,E02004041,,,,,,,,,,,0,0,,754646.7
3947,E02004043,,,,,,,,,,,0,0,,1189737.7
3948,E02004044,,,,,,,,,,,0,0,,2283956.4
3949,E02004045,,,,,,,,,,,0,0,,1278087.0
3950,E02004046,,,,,,,,,,,0,0,,909852.8
3951,E02004047,,,,,,,,,,,0,0,,492133.8
3952,E02004048,,,,,,,,,,,0,0,,826271.0
3953,E02004049,,,,,,,,,,,0,0,,1083224.3
3954,E02004050,,,,,,,,,,,0,0,,762741.6
3955,E02004051,,,,,,,,,,,0,0,,1012615.3
3956,E02004052,,,,,,,,,,,0,0,,1134675.3
3957,E02004053,,,,,,,,,,,0,0,,793345.0
3958,E02004054,,,,,,,,,,,0,0,,1108579.6
3959,E02004055,,,,,,,,,,,0,0,,834806.7
3960,E02004056,,,,,,,,,,,0,0,,768911.1
3961,E02004057,,,,,,,,,,,0,0,,664698.0
3962,E02004058,,,,,,,,,,,0,0,,880652.6
3963,E02004059,,,,,,,,,,,0,0,,892418.1
3964,E02004060,,,,,,,,,,,0,0,,851472.2
3965,E02004061,,,,,,,,,,,0,0,,722137.3
3966,E02004062,,,,,,,,,,,0,0,,740227.1
3967,E02004063,,,,,,,,,,,0,0,,961023.0
3968,E02004064,,,,,,,,,,,0,0,,486339.8
3969,E02004065,,,,,,,,,,,0,0,,1340073.1
3970,E02004066,,,,,,,,,,,0,0,,1163419.5
3971,E02004067,,,,,,,,,,,0,0,,644947.7
3972,E02004068,,,,,,,,,,,0,0,,1732149.8
3973,E02004069,,,,,,,,,,,0,0,,1902610.2
3974,E02004070,,,,,,,,,,,0,0,,1390581.5
3975,E02004071,,,,,,,,,,,0,0,,958324.3
3976,E02004072,,,,,,,,,,,0,0,,1523898.3
3977,E02004073,,,,,,,,,,,0,0,,1558833.8
3978,E02004074,,,,,,,,,,,0,0,,891056.0
3979,E02004075,,,,,,,,,,,0,0,,2296022.3
3980,E02004076,,,,,,,,,,,0,0,,872449.6
3981,E02004077,,,,,,,,,,,0,0,,3122143.3
3982,E02004078,,,,,,,,,,,0,0,,565974.0
3983,E02004080,,,,,,,,,,,0,0,,609586.6
3984,E02004081,,,,,,,,,,,0,0,,1303372.9
3985,E02004082,,,,,,,,,,,0,0,,1012412.1
3986,E02004083,,,,,,,,,,,0,0,,707851.2
3987,E02004084,,,,,,,,,,,0,0,,576289.3
3988,E02004085,,,,,,,,,,,0,0,,1145458.2
3989,E02004086,,,,,,,,,,,0,0,,979940.3
3990,E02004087,,,,,,,,,,,0,0,,665728.8
3991,E02004088,,,,,,,,,,,0,0,,915700.7
3992,E02004089,,,,,,,,,,,0,0,,302018.6
3993,E02004090,,,,,,,,,,,0,0,,788005.2
3994,E02004091,,,,,,,,,,,0,0,,792276.9
3995,E02004092,,,,,,,,,,,0,0,,804035.7
3996,E02004093,,,,,,,,,,,0,0,,494497.3
3997,E02004094,,,,,,,,,,,0,0,,452951.6
3998,E02004095,,,,,,,,,,,0,0,,661480.6
3999,E02004096,,,,,,,,,,,0,0,,1465124.6
4000,E02004097,,,,,,,,,,,0,0,,946539.4
4001,E02004098,,,,,,,,,,,0,0,,827476.9
4002,E02004100,,,,,,,,,,,0,0,,1657713.7
4003,E02004102,,,,,,,,,,,0,0,,1197242.5
4004,E02004103,,,,,,,,,,,0,0,,432323.8
4005,E02004104,,,,,,,,,,,0,0,,989887.2
4006,E02004105,,,,,,,,,,,0,0,,936017.1
4007,E02004106,,,,,,,,,,,0,0,,988173.5
4008,E02004108,,,,,,,,,,,0,0,,1062958.4
4009,E02004109,,,,,,,,,,,0,0,,1400429.2
4010,E02004110,,,,,,,,,,,0,0,,821626.2
4011,E02004111,,,,,,,,,,,0,0,,1101311.9
4012,E02004112,,,,,,,,,,,0,0,,1768379.7
4013,E02004113,,,,,,,,,,,0,0,,1000514.2
4014,E02004114,,,,,,,,,,,0,0,,1831897.7
4015,E02004115,,,,,,,,,,,0,0,,1174028.4
4016,E02004116,,,,,,,,,,,0,0,,845435.0
4017,E02004117,,,,,,,,,,,0,0,,1323103.2
4018,E02004118,,,,,,,,,,,0,0,,1506987.3
4019,E02004119,,,,,,,,,,,0,0,,1338538.3
4020,E02004120,,,,,,,,,,,0,0,,930791.7
4021,E02004121,,,,,,,,,,,0,0,,1321044.9
4022,E02004122,,,,,,,,,,,0,0,,1331391.7
4023,E02004123,,,,,,,,,,,0,0,,1207148.0
4024,E02004124,,,,,,,,,,,0,0,,883879.0
4025,E02004125,,,,,,,,,,,0,0,,931603.1
4026,E02004126,,,,,,,,,,,0,0,,680249.2
4027,E02004128,,,,,,,,,,,0,0,,1799755.4
4028,E02004129,,,,,,,,,,,0,0,,2807517.4
4029,E02004130,,,,,,,,,,,0,0,,613024.3
4030,E02004131,,,,,,,,,,,0,0,,1316701.7
4031,E02004132,,,,,,,,,,,0,0,,2792450.1
4032,E02004133,,,,,,,,,,,0,0,,2289347.0
4033,E02004134,,,,,,,,,,,0,0,,2526947.6
4034,E02004135,,,,,,,,,,,0,0,,3267579.4
4035,E02004136,,,,,,,,,,,0,0,,2427619.9
4036,E02004137,,,,,,,,,,,0,0,,2194198.2
4037,E02004138,,,,,,,,,,,0,0,,1063365.9
4038,E02004139,,,,,,,,,,,0,0,,1050867.9
4039,E02004140,,,,,,,,,,,0,0,,1099451.9
4040,E02004141,,,,,,,,,,,0,0,,1660957.1
4041,E02004142,,,,,,,,,,,0,0,,1659453.0
4042,E02004143,,,,,,,,,,,0,0,,725032.7
4043,E02004144,,,,,,,,,,,0,0,,835290.5
4044,E02004145,,,,,,,,,,,0,0,,1427233.0
4045,E02004146,,,,,,,,,,,0,0,,695653.9
4046,E02004147,,,,,,,,,,,0,0,,186332.6
