,Code,supermarket,fast_food,total_weekly_income,total_private_outdoor_space,RUC11,rural_urban_settings
2296,E02002358,0,0,,585350.8,Urban major conurbation,urban
2297,E02002359,0,0,,1168403.6,Rural town and fringe,rural
2298,E02002360,0,0,,497292.7,Urban major conurbation,urban
2299,E02002361,0,0,,564158.0,Urban major conurbation,urban
2300,E02002362,0,0,,610955.9,Urban major conurbation,urban
2301,E02002363,0,0,,534658.5,Urban major conurbation,urban
2302,E02002364,0,0,,401691.0,Urban major conurbation,urban
2303,E02002366,0,0,,754918.0,Urban major conurbation,urban
2304,E02002367,0,0,,414644.8,Urban major conurbation,urban
2305,E02002368,0,0,,827408.4,Urban major conurbation,urban
2306,E02002369,0,0,,588141.5,Urban major conurbation,urban
2307,E02002370,0,0,,396458.2,Urban major conurbation,urban
2308,E02002371,0,0,,478590.2,Urban major conurbation,urban
2309,E02002373,0,0,,255396.2,Urban major conurbation,urban
2310,E02002374,0,0,,361271.6,Urban major conurbation,urban
2311,E02002375,0,0,,393427.2,Urban major conurbation,urban
2312,E02002376,0,0,,405432.4,Urban major conurbation,urban
2313,E02002377,0,0,,118412.5,Urban major conurbation,urban
2314,E02002379,0,0,,378587.8,Urban major conurbation,urban
2315,E02002380,0,0,,429647.1,Urban major conurbation,urban
2316,E02002381,0,0,,393162.8,Urban major conurbation,urban
2317,E02002382,0,0,,80171.2,Urban major conurbation,urban
2318,E02002383,0,0,,76234.4,Urban major conurbation,urban
