,Code,supermarket,fast_food,total_weekly_income,total_private_outdoor_space,RUC11,rural_urban_settings
4628,E02004734,0,0,,1022117.1,Urban city and town,urban
4629,E02004735,0,0,,908895.4,Urban city and town,urban
4630,E02004736,0,0,,877712.2,Urban city and town,urban
4631,E02004737,0,0,,425927.1,Urban city and town,urban
4632,E02004738,0,0,,707640.3,Urban city and town,urban
4633,E02004739,0,0,,843261.6,Urban city and town,urban
4634,E02004740,0,0,,1041902.5,Urban city and town,urban
4635,E02004741,0,0,,594534.0,Urban city and town,urban
4636,E02004742,0,0,,496228.3,Urban city and town,urban
4637,E02004743,0,0,,443162.1,Urban city and town,urban
4638,E02004744,0,0,,409640.0,Urban city and town,urban
4639,E02004745,0,0,,377080.7,Urban city and town,urban
4640,E02004746,0,0,,838678.3,Urban city and town,urban
4641,E02004747,0,0,,315817.0,Urban city and town,urban
4642,E02004748,0,0,,246129.3,Urban city and town,urban
4643,E02004749,0,0,,777209.4,Urban city and town,urban
4644,E02004750,0,0,,580379.5,Urban city and town,urban
4645,E02004751,0,0,,1079456.8,Urban city and town,urban
4646,E02004752,0,0,,1334438.5,Urban city and town,urban
4647,E02004753,0,0,,1215602.1,Urban city and town,urban
4648,E02004754,0,0,,2274097.4,Rural town and fringe,rural
4649,E02004755,0,0,,1230938.8,Urban city and town,urban
4650,E02004756,0,0,,1374964.1,Rural town and fringe,rural
4651,E02004757,0,0,,1369893.7,Urban city and town,urban
4652,E02004758,0,0,,2237532.6,Urban city and town,urban
4653,E02004759,0,0,,1029402.6,Urban city and town,urban
4654,E02004760,0,0,,2031479.3,Urban city and town,urban
4655,E02004761,0,0,,1629614.4,Rural village and dispersed,rural
4656,E02004764,0,0,,944812.3,Urban city and town,urban
4657,E02004765,0,0,,682130.0,Urban city and town,urban
4658,E02004766,0,0,,527103.5,Urban city and town,urban
4659,E02004767,0,0,,247389.3,Urban city and town,urban
4660,E02004768,0,0,,381447.1,Urban city and town,urban
4661,E02004769,0,0,,337388.5,Urban city and town,urban
4662,E02004770,0,0,,308127.3,Urban city and town,urban
4663,E02004771,0,0,,543447.2,Urban city and town,urban
4664,E02004772,0,0,,987558.7,Urban city and town,urban
4665,E02004774,0,0,,1296064.4,Urban city and town,urban
4666,E02004775,0,0,,1262172.9,Urban city and town,urban
4667,E02004776,0,0,,1271536.8,Urban city and town,urban
4668,E02004777,0,0,,689470.5,Urban city and town,urban
4669,E02004778,0,0,,855513.3,Urban city and town,urban
4670,E02004779,0,0,,4318100.2,Rural town and fringe,rural
4671,E02004780,0,0,,477040.3,Urban city and town,urban
4672,E02004781,0,0,,651652.6,Urban city and town,urban
4673,E02004782,0,0,,680980.5,Urban city and town,urban
4674,E02004783,0,0,,648956.9,Urban city and town,urban
4675,E02004784,0,0,,1780261.0,Urban city and town,urban
4676,E02004785,0,0,,2561592.0,Rural village and dispersed,rural
4677,E02004786,0,0,,888155.9,Rural town and fringe,rural
4678,E02004787,0,0,,969193.6,Urban city and town,urban
4679,E02004788,0,0,,2424343.6,Urban city and town,urban
4680,E02004789,0,0,,1326416.2,Urban city and town,urban
4681,E02004790,0,0,,887853.3,Urban city and town,urban
4682,E02004791,0,0,,587456.0,Urban city and town,urban
4683,E02004792,0,0,,1529781.1,Urban city and town,urban
4684,E02004793,0,0,,3015727.1,Rural town and fringe,rural
4685,E02004794,0,0,,2914131.1,Rural town and fringe,rural
4686,E02004795,0,0,,3419736.5,Urban city and town,urban
4687,E02004796,0,0,,2200340.7,Urban city and town,urban
4688,E02004797,0,0,,1049931.9,Urban city and town,urban
4689,E02004798,0,0,,667852.6,Urban city and town,urban
4690,E02004799,0,0,,931520.5,Urban city and town,urban
4691,E02004800,0,0,,1599970.2,Urban city and town,urban
4692,E02004801,0,0,,2004423.4,Rural town and fringe,rural
4693,E02004802,0,0,,526939.2,Urban city and town,urban
4694,E02004803,0,0,,297793.7,Urban city and town,urban
4695,E02004804,0,0,,516580.1,Urban city and town,urban
4696,E02004805,0,0,,1098043.2,Urban city and town,urban
4697,E02004806,0,0,,702399.0,Urban city and town,urban
4698,E02004807,0,0,,777205.7,Urban city and town,urban
4699,E02004808,0,0,,797894.6,Urban city and town,urban
4700,E02004809,0,0,,386266.7,Urban city and town,urban
4701,E02004810,0,0,,379203.2,Urban city and town,urban
4702,E02004811,0,0,,598564.2,Urban city and town,urban
4703,E02004812,0,0,,523451.6,Urban city and town,urban
4704,E02004813,0,0,,426618.9,Urban city and town,urban
4705,E02004814,0,0,,1732222.0,Urban city and town,urban
4706,E02004815,0,0,,263120.6,Urban city and town,urban
4707,E02004816,0,0,,1497446.6,Urban city and town,urban
4708,E02004817,0,0,,605657.8,Urban city and town,urban
4709,E02004818,0,0,,1745558.4,Urban city and town,urban
4710,E02004819,0,0,,809780.7,Urban city and town,urban
4711,E02004820,0,0,,2265060.8,Rural village and dispersed,rural
4712,E02004821,0,0,,2059235.5,Rural village and dispersed,rural
4713,E02004822,0,0,,4000347.2,Rural village and dispersed,rural
4714,E02004823,0,0,,854549.8,Urban city and town,urban
4715,E02004824,0,0,,451274.1,Urban city and town,urban
4716,E02004825,0,0,,2089782.3,Rural town and fringe,rural
4717,E02004826,0,0,,3480680.1,Rural village and dispersed,rural
4718,E02004827,0,0,,672433.0,Urban city and town,urban
4719,E02004828,0,0,,1645674.0,Urban city and town,urban
4720,E02004829,0,0,,1587800.9,Rural village and dispersed,rural
4721,E02004830,0,0,,2027232.8,Rural town and fringe,rural
4722,E02004831,0,0,,2039564.9,Urban city and town,urban
4723,E02004832,0,0,,2698695.6,Rural town and fringe,rural
4724,E02004833,0,0,,1087180.5,Urban city and town,urban
4725,E02004834,0,0,,494733.7,Urban city and town,urban
4726,E02004835,0,0,,788750.8,Urban city and town,urban
4727,E02004836,0,0,,480148.6,Urban city and town,urban
4728,E02004837,0,0,,1884954.2,Urban city and town,urban
4729,E02004838,0,0,,2827279.0,Rural village and dispersed,rural
4730,E02004839,0,0,,4044751.3,Rural village and dispersed,rural
4731,E02004840,0,0,,1848813.8,Rural town and fringe,rural
4732,E02004841,0,0,,3028832.9,Rural village and dispersed,rural
4733,E02004842,0,0,,1763650.0,Rural town and fringe,rural
4734,E02004843,0,0,,562550.1,Urban major conurbation,urban
4735,E02004844,0,0,,448283.1,Urban major conurbation,urban
4736,E02004845,0,0,,521905.1,Urban major conurbation,urban
4737,E02004846,0,0,,894518.1,Urban major conurbation,urban
4738,E02004847,0,0,,562201.2,Urban major conurbation,urban
4739,E02004848,0,0,,623508.8,Urban major conurbation,urban
4740,E02004849,0,0,,1035581.9,Urban major conurbation,urban
4741,E02004850,0,0,,429701.1,Urban major conurbation,urban
4742,E02004851,0,0,,327007.8,Urban major conurbation,urban
4743,E02004852,0,0,,442821.5,Urban major conurbation,urban
4744,E02004853,0,0,,537954.3,Urban major conurbation,urban
4745,E02004854,0,0,,455951.1,Urban major conurbation,urban
4746,E02004855,0,0,,273508.1,Urban major conurbation,urban
4747,E02004856,0,0,,1256273.9,Rural village and dispersed,rural
4748,E02004857,0,0,,819221.0,Urban city and town,urban
4749,E02004858,0,0,,446658.6,Urban city and town,urban
4750,E02004859,0,0,,1219154.8,Rural village and dispersed,rural
4751,E02004860,0,0,,255455.6,Urban major conurbation,urban
4752,E02004861,0,0,,2332289.0,Urban city and town,urban
4753,E02004862,0,0,,353496.9,Urban major conurbation,urban
4754,E02004863,0,0,,375903.9,Urban major conurbation,urban
4755,E02004864,0,0,,833045.9,Urban city and town,urban
4756,E02004865,0,0,,329133.6,Urban major conurbation,urban
4757,E02004866,0,0,,413432.2,Urban major conurbation,urban
4758,E02004867,0,0,,945072.0,Urban city and town,urban
4759,E02004868,0,0,,490301.6,Urban major conurbation,urban
4760,E02004869,0,0,,613233.1,Urban city and town,urban
4761,E02004870,0,0,,599124.5,Urban major conurbation,urban
4762,E02004871,0,0,,387381.5,Urban major conurbation,urban
4763,E02004872,0,0,,723159.2,Urban major conurbation,urban
4764,E02004873,0,0,,851315.0,Urban major conurbation,urban
4765,E02004874,0,0,,448652.4,Urban major conurbation,urban
4766,E02004875,0,0,,819039.0,Urban major conurbation,urban
4767,E02004876,0,0,,2634658.4,Rural town and fringe,rural
4768,E02004877,0,0,,781311.6,Urban major conurbation,urban
4769,E02004878,0,0,,1554652.5,Rural town and fringe,rural
4770,E02004879,0,0,,3055924.6,Rural village and dispersed,rural
4771,E02004880,0,0,,2625416.2,Urban city and town,urban
4772,E02004881,0,0,,673575.0,Urban city and town,urban
4773,E02004882,0,0,,824040.1,Urban city and town,urban
4774,E02004883,0,0,,1374105.1,Rural town and fringe,rural
4775,E02004884,0,0,,649196.1,Urban city and town,urban
4776,E02004885,0,0,,817726.4,Urban city and town,urban
4777,E02004886,0,0,,2327622.6,Rural village and dispersed,rural
4778,E02004887,0,0,,2746640.9,Rural village and dispersed,rural
4779,E02004888,0,0,,1217071.4,Urban city and town,urban
4780,E02004889,0,0,,725832.0,Urban city and town,urban
4781,E02004890,0,0,,615169.6,Urban city and town,urban
4782,E02004891,0,0,,841375.4,Urban city and town,urban
4783,E02004892,0,0,,538215.6,Urban city and town,urban
4784,E02004893,0,0,,347792.8,Urban city and town,urban
4785,E02004894,0,0,,768032.0,Urban city and town,urban
4786,E02004895,0,0,,1610028.2,Urban major conurbation,urban
4787,E02004896,0,0,,1099683.0,Urban city and town,urban
4788,E02004897,0,0,,714937.2,Urban city and town,urban
4789,E02004898,0,0,,696990.4,Urban city and town,urban
4790,E02004899,0,0,,790424.8,Rural town and fringe,rural
4791,E02004900,0,0,,1658640.6,Rural town and fringe,rural
4792,E02004901,0,0,,591509.1,Urban major conurbation,urban
4793,E02004902,0,0,,434809.9,Urban major conurbation,urban
4794,E02004903,0,0,,587393.2,Urban major conurbation,urban
4795,E02004904,0,0,,355295.6,Urban major conurbation,urban
4796,E02004905,0,0,,980641.4,Urban major conurbation,urban
4797,E02004906,0,0,,728928.2,Urban major conurbation,urban
4798,E02004907,0,0,,782238.5,Urban major conurbation,urban
4799,E02004908,0,0,,1275886.9,Urban major conurbation,urban
4800,E02004909,0,0,,391863.6,Urban city and town,urban
4801,E02004910,0,0,,1267165.1,Urban city and town,urban
4802,E02004911,0,0,,1137756.8,Urban city and town,urban
4803,E02004912,0,0,,805510.6,Urban city and town,urban
4804,E02004913,0,0,,4043852.0,Rural village and dispersed,rural
4805,E02004914,0,0,,828090.6,Urban city and town,urban
4806,E02004915,0,0,,549831.8,Urban city and town,urban
4807,E02004916,0,0,,1325955.5,Urban city and town,urban
4808,E02004917,0,0,,535721.0,Urban city and town,urban
4809,E02004918,0,0,,575318.2,Urban city and town,urban
4810,E02004919,0,0,,682289.0,Urban city and town,urban
4811,E02004920,0,0,,1173492.8,Urban city and town,urban
4812,E02004921,0,0,,776236.7,Urban city and town,urban
4813,E02004922,0,0,,2503183.3,Rural village and dispersed,rural
4814,E02004923,0,0,,2545995.2,Rural town and fringe,rural
4815,E02004924,0,0,,893277.0,Urban city and town,urban
4816,E02004925,0,0,,829972.4,Urban city and town,urban
4817,E02004926,0,0,,1089100.8,Urban city and town,urban
4818,E02004927,0,0,,1583325.3,Rural town and fringe,rural
4819,E02004928,0,0,,1315176.9,Urban city and town,urban
4820,E02004929,0,0,,1459503.0,Rural town and fringe,rural
4821,E02004930,0,0,,776158.7,Urban city and town,urban
4822,E02004931,0,0,,610206.8,Urban city and town,urban
4823,E02004932,0,0,,700736.2,Urban city and town,urban
4824,E02004933,0,0,,1018178.2,Urban city and town,urban
4825,E02004934,0,0,,474556.2,Urban city and town,urban
4826,E02004935,0,0,,291861.5,Urban city and town,urban
4827,E02004936,0,0,,440702.0,Urban city and town,urban
4828,E02004937,0,0,,789978.6,Urban city and town,urban
4829,E02004938,0,0,,774305.8,Urban city and town,urban
4830,E02004939,0,0,,659011.1,Urban city and town,urban
4831,E02004940,0,0,,525390.1,Urban city and town,urban
4832,E02004941,0,0,,689573.8,Urban city and town,urban
4833,E02004942,0,0,,762931.9,Urban city and town,urban
4834,E02004943,0,0,,1361458.5,Urban city and town,urban
4835,E02004944,0,0,,217193.1,Urban city and town,urban
4836,E02004945,0,0,,1037719.6,Urban city and town,urban
4837,E02004946,0,0,,277059.4,Urban city and town,urban
4838,E02004947,0,0,,461932.0,Urban city and town,urban
4839,E02004948,0,0,,292574.9,Urban city and town,urban
4840,E02004949,0,0,,412461.8,Urban city and town,urban
4841,E02004950,0,0,,383127.4,Urban city and town,urban
4842,E02004951,0,0,,387984.4,Urban city and town,urban
4843,E02004952,0,0,,390130.2,Urban city and town,urban
4844,E02004953,0,0,,437615.1,Urban city and town,urban
4845,E02004954,0,0,,440646.6,Urban city and town,urban
4846,E02004955,0,0,,452947.2,Urban city and town,urban
4847,E02004956,0,0,,1341395.8,Urban major conurbation,urban
4848,E02004957,0,0,,779619.0,Urban major conurbation,urban
4849,E02004958,0,0,,1592469.4,Urban major conurbation,urban
4850,E02004959,0,0,,1808500.5,Urban major conurbation,urban
4851,E02004960,0,0,,1319737.7,Urban city and town,urban
4852,E02004961,0,0,,984370.6,Urban major conurbation,urban
4853,E02004962,0,0,,1034959.6,Urban major conurbation,urban
4854,E02004963,0,0,,742150.9,Urban major conurbation,urban
4855,E02004964,0,0,,812881.0,Urban major conurbation,urban
4856,E02004965,0,0,,665611.8,Urban major conurbation,urban
4857,E02004966,0,0,,2108198.3,Urban major conurbation,urban
4858,E02004967,0,0,,414743.1,Urban major conurbation,urban
4859,E02004968,0,0,,462751.5,Urban major conurbation,urban
4860,E02004969,0,0,,527325.9,Urban major conurbation,urban
4861,E02004970,0,0,,510514.0,Urban major conurbation,urban
4862,E02004971,0,0,,465959.9,Urban major conurbation,urban
4863,E02004972,0,0,,416068.3,Urban major conurbation,urban
4864,E02004973,0,0,,241225.1,Urban major conurbation,urban
4865,E02004974,0,0,,747848.7,Urban major conurbation,urban
4866,E02004975,0,0,,993084.6,Urban major conurbation,urban
4867,E02004976,0,0,,177043.9,Urban major conurbation,urban
4868,E02004977,0,0,,205525.4,Urban major conurbation,urban
4869,E02004978,0,0,,299088.2,Urban major conurbation,urban
4870,E02004979,0,0,,613432.5,Urban major conurbation,urban
4871,E02004980,0,0,,1751884.1,Urban city and town,urban
4872,E02004981,0,0,,1355712.1,Urban city and town,urban
4873,E02004982,0,0,,731349.8,Urban city and town,urban
4874,E02004983,0,0,,389987.2,Urban city and town,urban
4875,E02004984,0,0,,368473.5,Urban city and town,urban
4876,E02004985,0,0,,851094.2,Urban city and town,urban
4877,E02004986,0,0,,480800.4,Urban city and town,urban
4878,E02004987,0,0,,600069.8,Urban city and town,urban
4879,E02004988,0,0,,506224.1,Urban city and town,urban
4880,E02004989,0,0,,596871.1,Urban city and town,urban
4881,E02004990,0,0,,847761.0,Urban city and town,urban
4882,E02004991,0,0,,370838.8,Urban city and town,urban
4883,E02004992,0,0,,452287.3,Urban city and town,urban
4884,E02004993,0,0,,640224.2,Urban city and town,urban
4885,E02004994,0,0,,1858085.5,Rural village and dispersed,rural
4886,E02004995,0,0,,1575765.5,Rural town and fringe,rural
4887,E02004996,0,0,,2521044.8,Rural village and dispersed,rural
4888,E02004997,0,0,,3930382.0,Rural village and dispersed,rural
4889,E02004998,0,0,,955390.3,Urban city and town,urban
4890,E02004999,0,0,,1062940.3,Urban city and town,urban
4891,E02005000,0,0,,609768.2,Urban city and town,urban
4892,E02005001,0,0,,1024411.0,Urban city and town,urban
4893,E02005002,0,0,,520542.7,Urban city and town,urban
4894,E02005003,0,0,,439808.0,Urban city and town,urban
4895,E02005004,0,0,,879996.5,Urban city and town,urban
4896,E02005005,0,0,,3555200.1,Rural village and dispersed,rural
4897,E02005006,0,0,,3289654.5,Rural village and dispersed,rural
4898,E02005007,0,0,,2909899.4,Rural village and dispersed,rural
4899,E02005008,0,0,,2558156.6,Rural town and fringe,rural
4900,E02005009,0,0,,2330739.4,Rural village and dispersed,rural
4901,E02005010,0,0,,405191.9,Urban city and town,urban
4902,E02005011,0,0,,1033648.7,Urban city and town,urban
4903,E02005012,0,0,,813337.2,Urban city and town,urban
4904,E02005013,0,0,,859671.8,Urban city and town,urban
4905,E02005014,0,0,,1584297.2,Urban city and town,urban
4906,E02005015,0,0,,1171422.1,Urban city and town,urban
4907,E02005016,0,0,,919173.1,Urban city and town,urban
4908,E02005017,0,0,,578186.6,Urban city and town,urban
4909,E02005018,0,0,,1678182.6,Urban city and town,urban
4910,E02005019,0,0,,1887294.3,Rural town and fringe,rural
4911,E02005020,0,0,,986640.1,Rural town and fringe,rural
4912,E02005021,0,0,,1456322.9,Urban city and town,urban
4913,E02005022,0,0,,487978.2,Urban city and town,urban
4914,E02005023,0,0,,329207.0,Urban city and town,urban
4915,E02005025,0,0,,812106.6,Urban city and town,urban
4916,E02005026,0,0,,2041561.2,Rural village and dispersed,rural
4917,E02005027,0,0,,1823999.9,Rural village and dispersed,rural
4918,E02005028,0,0,,500258.8,Urban major conurbation,urban
4919,E02005029,0,0,,536701.3,Urban major conurbation,urban
4920,E02005030,0,0,,566674.3,Urban major conurbation,urban
4921,E02005031,0,0,,366723.0,Urban major conurbation,urban
4922,E02005032,0,0,,441567.7,Urban major conurbation,urban
4923,E02005033,0,0,,417916.9,Urban major conurbation,urban
4924,E02005034,0,0,,646319.4,Urban major conurbation,urban
4925,E02005035,0,0,,584640.7,Urban major conurbation,urban
4926,E02005036,0,0,,379882.7,Urban major conurbation,urban
4927,E02005037,0,0,,1695185.7,Urban major conurbation,urban
4928,E02005038,0,0,,830943.9,Urban major conurbation,urban
4929,E02005039,0,0,,725846.9,Rural town and fringe,rural
4930,E02005040,0,0,,1571022.2,Urban city and town,urban
4931,E02005041,0,0,,2300262.7,Rural village and dispersed,rural
4932,E02005042,0,0,,1705614.2,Rural town and fringe,rural
4933,E02005043,0,0,,719082.6,Urban city and town,urban
4934,E02005044,0,0,,301210.6,Urban city and town,urban
4935,E02005045,0,0,,1036748.7,Urban city and town,urban
4936,E02005046,0,0,,1007876.9,Rural town and fringe,rural
4937,E02005047,0,0,,729548.5,Urban city and town,urban
4938,E02005048,0,0,,1963965.3,Rural village and dispersed,rural
4939,E02005049,0,0,,2068197.3,Rural town and fringe,rural
4940,E02005050,0,0,,1412433.7,Urban city and town,urban
4941,E02005051,0,0,,721075.0,Urban city and town,urban
4942,E02005052,0,0,,458438.8,Urban city and town,urban
4943,E02005053,0,0,,344988.5,Urban city and town,urban
4944,E02005054,0,0,,1332364.4,Urban city and town,urban
4945,E02005055,0,0,,270804.7,Urban major conurbation,urban
4946,E02005056,0,0,,251443.0,Urban major conurbation,urban
4947,E02005057,0,0,,603702.7,Urban major conurbation,urban
4948,E02005058,0,0,,344226.3,Urban major conurbation,urban
4949,E02005059,0,0,,728688.5,Urban major conurbation,urban
4950,E02005060,0,0,,514940.5,Urban major conurbation,urban
4951,E02005061,0,0,,565897.5,Urban major conurbation,urban
4952,E02005062,0,0,,518851.4,Urban major conurbation,urban
4953,E02005063,0,0,,622892.0,Urban major conurbation,urban
4954,E02005064,0,0,,1826666.9,Rural town and fringe,rural
4955,E02005065,0,0,,537720.4,Urban major conurbation,urban
4956,E02005066,0,0,,1561601.8,Rural town and fringe,rural
4957,E02005067,0,0,,1933016.8,Rural village and dispersed,rural
4958,E02005068,0,0,,1618302.2,Urban city and town,urban
4959,E02005069,0,0,,852612.2,Urban city and town,urban
4960,E02005070,0,0,,1032559.5,Urban city and town,urban
4961,E02005071,0,0,,410563.7,Urban city and town,urban
4962,E02005072,0,0,,931875.3,Urban city and town,urban
4963,E02005073,0,0,,698115.8,Urban city and town,urban
4964,E02005074,0,0,,1135159.0,Urban city and town,urban
4965,E02005075,0,0,,696820.5,Urban city and town,urban
4966,E02005076,0,0,,565735.2,Urban city and town,urban
4967,E02005077,0,0,,792985.7,Urban city and town,urban
4968,E02005078,0,0,,3028416.0,Rural village and dispersed,rural
4969,E02005079,0,0,,1360359.3,Urban city and town,urban
4970,E02005080,0,0,,779823.0,Urban city and town,urban
4971,E02005081,0,0,,1986892.4,Rural village and dispersed,rural
4972,E02005082,0,0,,2586340.2,Rural village and dispersed,rural
4973,E02005083,0,0,,1208135.3,Rural town and fringe,rural
4974,E02005084,0,0,,2370144.5,Rural village and dispersed,rural
4975,E02005085,0,0,,2836097.3,Rural village and dispersed,rural
4976,E02005086,0,0,,1335414.2,Rural town and fringe,rural
4977,E02005087,0,0,,895529.9,Urban major conurbation,urban
4978,E02005088,0,0,,648109.2,Urban major conurbation,urban
4979,E02005089,0,0,,904278.7,Urban major conurbation,urban
4980,E02005090,0,0,,2117571.4,Urban city and town,urban
4981,E02005091,0,0,,1457376.6,Rural town and fringe,rural
4982,E02005093,0,0,,2177110.8,Rural town and fringe,rural
4983,E02005094,0,0,,2515572.9,Rural village and dispersed,rural
4984,E02005095,0,0,,2101573.3,Rural town and fringe,rural
4985,E02005096,0,0,,1085086.8,Urban city and town,urban
4986,E02005097,0,0,,2637218.0,Urban city and town,urban
4987,E02005098,0,0,,3699694.8,Urban city and town,urban
4988,E02005099,0,0,,3261279.6,Rural village and dispersed,rural
4989,E02005100,0,0,,1583087.4,Rural town and fringe,rural
4990,E02005101,0,0,,3945322.4,Rural village and dispersed,rural
4991,E02005102,0,0,,3266641.4,Rural village and dispersed,rural
4992,E02005103,0,0,,996745.2,Rural town and fringe,rural
4993,E02005104,0,0,,771049.3,Urban city and town,urban
4994,E02005105,0,0,,204637.5,Urban city and town,urban
4995,E02005106,0,0,,656927.5,Urban city and town,urban
4996,E02005107,0,0,,1229694.5,Urban city and town,urban
4997,E02005109,0,0,,1923051.9,Urban city and town,urban
4998,E02005110,0,0,,1718800.7,Rural village and dispersed,rural
4999,E02005111,0,0,,554450.1,Urban city and town,urban
5000,E02005112,0,0,,1775790.2,Rural town and fringe,rural
5001,E02005113,0,0,,1141319.6,Rural town and fringe,rural
5002,E02005114,0,0,,845615.2,Rural town and fringe,rural
5003,E02005115,0,0,,176944.6,Urban city and town,urban
5004,E02005116,0,0,,393960.2,Urban city and town,urban
5005,E02005117,0,0,,876419.7,Urban city and town,urban
5006,E02005118,0,0,,882553.5,Urban city and town,urban
5007,E02005119,0,0,,674066.9,Urban city and town,urban
5008,E02005120,0,0,,1400414.0,Rural village and dispersed,rural
5009,E02005121,0,0,,909610.0,Urban city and town,urban
5010,E02005122,0,0,,1988075.7,Rural town and fringe,rural
5011,E02005123,0,0,,1297328.4,Urban city and town,urban
5012,E02005124,0,0,,446529.6,Urban city and town,urban
5013,E02005125,0,0,,491777.3,Urban city and town,urban
5014,E02005126,0,0,,707098.9,Urban city and town,urban
5015,E02005127,0,0,,1612869.0,Urban city and town,urban
5016,E02005128,0,0,,737663.2,Urban city and town,urban
5017,E02005129,0,0,,721484.3,Urban city and town,urban
5018,E02005130,0,0,,2760325.8,Rural village and dispersed,rural
5019,E02005131,0,0,,2182467.0,Rural village and dispersed,rural
5020,E02005132,0,0,,253194.4,Urban city and town,urban
5021,E02005133,0,0,,1354690.8,Urban city and town,urban
5022,E02005134,0,0,,256779.0,Urban city and town,urban
5023,E02005135,0,0,,467603.9,Urban city and town,urban
5024,E02005136,0,0,,795501.4,Urban city and town,urban
5025,E02005137,0,0,,563005.2,Urban city and town,urban
5026,E02005138,0,0,,619979.3,Urban city and town,urban
5027,E02005139,0,0,,1157660.2,Urban city and town,urban
5028,E02005140,0,0,,1009370.2,Urban city and town,urban
5029,E02005141,0,0,,716823.9,Urban city and town,urban
5030,E02005142,0,0,,752270.2,Urban city and town,urban
5031,E02005143,0,0,,625134.4,Urban city and town,urban
5032,E02005144,0,0,,583916.1,Urban city and town,urban
5033,E02005145,0,0,,1317824.0,Rural village and dispersed,rural
5034,E02005146,0,0,,333455.9,Urban city and town,urban
5035,E02005147,0,0,,240588.8,Urban city and town,urban
5036,E02005148,0,0,,967791.6,Urban city and town,urban
5037,E02005149,0,0,,1326328.7,Urban city and town,urban
5038,E02005150,0,0,,749099.1,Urban city and town,urban
5039,E02005151,0,0,,1019644.9,Urban city and town,urban
5040,E02005153,0,0,,998578.4,Urban city and town,urban
5041,E02005154,0,0,,4007406.0,Rural town and fringe,rural
5042,E02005155,0,0,,1731053.0,Rural town and fringe,rural
5043,E02005156,0,0,,1701765.2,Rural town and fringe,rural
5044,E02005157,0,0,,808912.1,Urban city and town,urban
5045,E02005158,0,0,,1733133.8,Urban city and town,urban
5046,E02005159,0,0,,1244038.6,Urban city and town,urban
5047,E02005160,0,0,,891165.4,Urban city and town,urban
5048,E02005161,0,0,,616124.4,Urban city and town,urban
5049,E02005162,0,0,,1885610.7,Rural town and fringe,rural
5050,E02005163,0,0,,964747.0,Urban city and town,urban
5051,E02005164,0,0,,756955.9,Urban city and town,urban
5052,E02005165,0,0,,1966743.6,Rural town and fringe,rural
5053,E02005166,0,0,,540336.4,Urban city and town,urban
5054,E02005167,0,0,,2590033.2,Urban city and town,urban
5055,E02005168,0,0,,749372.1,Urban city and town,urban
5056,E02005169,0,0,,342656.7,Urban city and town,urban
5057,E02005170,0,0,,917376.4,Urban city and town,urban
5058,E02005171,0,0,,663293.4,Urban city and town,urban
5059,E02005172,0,0,,4207239.5,Rural village and dispersed,rural
5060,E02005173,0,0,,1307877.9,Urban city and town,urban
5061,E02005174,0,0,,2846962.5,Rural village and dispersed,rural
5062,E02005175,0,0,,3726374.1,Rural village and dispersed,rural
5063,E02005176,0,0,,643025.6,Urban city and town,urban
5064,E02005177,0,0,,236400.9,Urban city and town,urban
5065,E02005178,0,0,,134167.9,Urban city and town,urban
5066,E02005179,0,0,,476810.9,Urban city and town,urban
5067,E02005180,0,0,,700811.9,Urban city and town,urban
5068,E02005181,0,0,,276880.7,Urban city and town,urban
5069,E02005182,0,0,,157014.1,Urban city and town,urban
5070,E02005183,0,0,,534955.0,Urban city and town,urban
5071,E02005184,0,0,,801862.9,Urban city and town,urban
5072,E02005185,0,0,,549362.7,Urban city and town,urban
5073,E02005186,0,0,,612391.4,Urban city and town,urban
5074,E02005189,0,0,,391726.7,Urban city and town,urban
5075,E02005190,0,0,,1231411.1,Rural village and dispersed,rural
5076,E02005191,0,0,,1059147.7,Urban city and town,urban
5077,E02005192,0,0,,1185545.2,Urban city and town,urban
5078,E02005193,0,0,,1352711.4,Urban city and town,urban
5079,E02005194,0,0,,665727.5,Urban city and town,urban
5080,E02005195,0,0,,1576417.8,Rural village and dispersed,rural
5081,E02005196,0,0,,943919.4,Urban city and town,urban
5082,E02005197,0,0,,401404.8,Urban city and town,urban
5083,E02005198,0,0,,655958.0,Urban city and town,urban
5084,E02005199,0,0,,1440276.5,Rural town and fringe,rural
5085,E02005200,0,0,,640185.2,Urban city and town,urban
5086,E02005201,0,0,,748592.4,Rural town and fringe,rural
5087,E02005202,0,0,,1287100.8,Urban city and town,urban
5088,E02005203,0,0,,2037638.4,Urban city and town,urban
5089,E02005204,0,0,,1083074.9,Urban city and town,urban
5090,E02005205,0,0,,1132559.1,Rural town and fringe,rural
5091,E02005206,0,0,,652424.8,Urban city and town,urban
5092,E02005207,0,0,,1200943.4,Urban city and town,urban
5093,E02005208,0,0,,755953.2,Urban city and town,urban
5094,E02005209,0,0,,952405.5,Rural town and fringe,rural
5095,E02005210,0,0,,1136821.0,Urban city and town,urban
5096,E02005211,0,0,,734737.7,Urban city and town,urban
5097,E02005212,0,0,,739484.2,Urban city and town,urban
5098,E02005213,0,0,,760884.0,Urban city and town,urban
5099,E02005214,0,0,,405345.2,Rural town and fringe,rural
5100,E02005215,0,0,,572524.0,Urban city and town,urban
5101,E02005216,0,0,,285044.8,Urban city and town,urban
5102,E02005217,0,0,,382946.1,Urban city and town,urban
5103,E02005218,0,0,,375948.1,Urban city and town,urban
5104,E02005219,0,0,,670663.1,Urban city and town,urban
